POI_ID,POI_TYPE,LAT,LON
1100155622,Supermarkt,49.01068,8.35351
1024177316,Autoreparatur,48.98902,8.37342
1148753276,Autoreparatur,49.01109,8.35745
57556272,Tankstelle,49.01107,8.37509
50606082,Hotel,48.99507,8.40195
800748746,Restaurant,49.00832,8.39767
800751253,Apotheke,49.01007,8.39423
1108686991,Fachgeschäft,49.01332,8.35556
800764690,Restaurant,49.00419,8.39783
1132504362,Fachgeschäft,49.00564,8.40312
1112532961,Parkgarage,49.00241,8.38185
1109994689,Taxistand,49.00389,8.40185
1100919582,Möbel- und Einrichtungshaus,49.01001,8.39462
1039104942,Bekleidungsgeschäft,49.00949,8.40635
1024126489,Supermarkt,49.01001,8.39462
1039880847,Kaffeehaus,49.01119,8.39966
800765870,Restaurant,49.0089,8.39565
57569330,Postamt,48.99242,8.38594
1017890506,Geldautomat,49.0104,8.38366
1132504733,Bekleidungsgeschäft,49.00564,8.40312
57561448,Tankstelle,49.00563,8.37901
1192311739,Restaurant,49.00944,8.40744
1112142139,Fachgeschäft,49.00236,8.38232
50614180,Theater,49.00764,8.35642
1130109446,Autoreparatur,49.03247,8.35896
1039212931,Restaurant,49.0101,8.40519
1039782030,Supermarkt,49.01708,8.36245
50603204,Tankstelle,49.00471,8.38696
1039816064,Andachtsort,48.99084,8.35385
1058556694,Medizinischer Service,48.9955,8.4022
1192310659,Restaurant,49.00938,8.40909
800764596,Supermarkt,49.00884,8.39736
800761878,Restaurant,49.00403,8.4064
50604934,Historisches Bauwerk,49.00813,8.39976
1148490524,Gewerbebetrieb,48.99716,8.40961
1011023692,Industriegebiet,49.0051,8.31847
1141520355,Gewerbebetrieb,49.0103,8.42341
1132034817,Sportfachgeschäft,49.00934,8.38972
1104101723,Bekleidungsgeschäft,49.00564,8.40312
1005232594,Baumarkt,48.99834,8.35671
50610368,Parkgarage,49.00784,8.41084
50605757,Hotel,49.00787,8.40373
1005231257,Schule,49.01418,8.44634
57563179,Restaurant,48.99049,8.37234
1132269870,Möbel- und Einrichtungshaus,48.99463,8.39674
1162003920,Autohändler,49.00971,8.44279
1070067518,Nahverkehrsbahnhof,49.0052,8.34984
800763961,Andachtsort,49.00857,8.40397
50610669,P+R,48.99796,8.33832
1131730631,Erholungsgebiet,49.01188,8.43972
1178850972,Medizinischer Service,48.99035,8.38437
1039880309,Polizeistation,48.98839,8.37868
1132504732,Kaffeehaus,49.00564,8.40312
1039815346,Andachtsort,49.03369,8.37365
50611977,Sportzentrum,49.01332,8.34689
50602851,Tankstelle,49.00779,8.42283
1039892651,Schule,49.00896,8.36326
800752839,Apotheke,49.00267,8.40331
1070455915,Elektrofachmarkt,48.99215,8.3723
1108686623,Fachgeschäft,49.00931,8.39587
800851058,Parkgarage,49.01071,8.40129
1110490837,Bank,49.01133,8.36437
1070132236,Nahverkehrsbahnhof,48.99409,8.39566
1100436680,Fachgeschäft,49.00564,8.40312
800056133,Restaurant,49.00564,8.40332
1039130288,Bekleidungsgeschäft,49.00998,8.39545
1039243139,Restaurant,49.00879,8.37608
1039257740,Restaurant,49.03137,8.37228
1131716846,Erholungsgebiet,49.02616,8.36565
1144514063,Autoreparatur,48.99947,8.36249
1039823164,Andachtsort,48.99426,8.39006
1108686588,Fachgeschäft,49.00228,8.39583
1039243157,Nachtleben,49.00824,8.41466
1070085531,Nahverkehrsbahnhof,49.00886,8.41827
50611594,Ausstellungszentrum / Messegelände,49.00294,8.39972
1132504367,Elektrofachmarkt,49.00564,8.40312
1039165689,Restaurant,49.00831,8.4212
1178852496,Medizinischer Service,49.00314,8.40443
1039212952,Restaurant,48.99914,8.40604
1070085733,Nahverkehrsbahnhof,49.01364,8.42958
1165961610,Baumarkt,48.99886,8.3469
1192103982,Autoreparatur,49.03312,8.35929
1039814979,Theater,49.00888,8.39835
1001492306,Supermarkt,49.0001,8.3386
50605525,Hotel,49.00845,8.43009
1111956122,Verbrauchermarkt,49.01144,8.36219
1113022416,Autoreparatur,49.00782,8.38286
1130109447,Autohändler,49.03247,8.35896
1148918230,Restaurant,49.00099,8.38873
1039814535,Universität / Hochschule,49.01295,8.38773
1131735461,Erholungsgebiet,48.99763,8.39334
1178852364,Medizinischer Service,49.00314,8.40443
1112142131,Fachgeschäft,49.0047,8.33119
1108686606,Fachgeschäft,49.00834,8.42734
1103746351,Buchhandlung,49.01001,8.39462
1039263440,Fachgeschäft,49.00909,8.41027
1108712200,Fachgeschäft,49.03379,8.37469
1011027089,Industriegebiet,49.00109,8.35867
1039893029,Schule,48.99876,8.38419
1178868046,Medizinischer Service,49.00209,8.34543
1039104945,Bekleidungsgeschäft,49.00564,8.40312
50605127,Hotel,49.00546,8.42331
1108686998,Fachgeschäft,49.00944,8.40772
1174481847,fahrradleihstation,48.99468,8.40031
1005358211,Geldautomat,48.99217,8.40211
1193011721,Restaurant,49.02262,8.3738
1193011129,Restaurant,48.98877,8.37706
800056135,Apotheke,49.00564,8.40312
1010054604,Kaffeehaus,48.99443,8.40134
1178852284,Medizinischer Service,49.00796,8.39574
1017890503,Geldautomat,49.00819,8.37607
1108694987,Fachgeschäft,49.01129,8.3567
1039104941,Bekleidungsgeschäft,49.00972,8.40168
1165777086,Andachtsort,49.00787,8.42353
1058544204,Medizinischer Service,49.01422,8.42282
1039257285,Nachtleben,49.01071,8.39351
1174482132,fahrradleihstation,49.00964,8.35488
1039243179,Nachtleben,49.01051,8.40703
800851062,Parkgarage,49.00831,8.40018
50605091,Hotel,49.01094,8.37169
1039823168,Andachtsort,49.01281,8.44062
800763712,Restaurant,48.9985,8.40382
1024643590,Bank,49.00144,8.40706
1017621252,Fachgeschäft,49.00422,8.33024
1138941532,Autohändler,49.03228,8.35886
1017621239,Gerichtsgebäude,49.01268,8.38506
1108687017,Fachgeschäft,49.01149,8.36277
1192920203,Nachtleben,49.01016,8.42486
1039814539,Museum,49.00053,8.38298
801780860,Apotheke,48.99366,8.38996
1132504373,Fachgeschäft,49.00564,8.40312
1039266248,Fachgeschäft,48.99957,8.39436
1108696558,Fachgeschäft,48.9944,8.39758
57568337,Autoreparatur,49.03408,8.35712
800056143,Apotheke,49.00561,8.41055
1039880844,Nachtleben,49.00679,8.41239
1193011433,Restaurant,49.00439,8.38397
51773560,Restaurant,49.00764,8.35642
1108536937,Fachgeschäft,49.00964,8.38176
1193012433,Restaurant,49.00752,8.4189
50605133,Hotel,49.00963,8.40371
1148725232,Fachgeschäft,49.00998,8.39529
1039814541,Universität / Hochschule,49.00488,8.42677
1179906177,Supermarkt,49.00293,8.41575
1039275844,Fachgeschäft,48.99171,8.37507
1017621219,Bibliothek,49.00822,8.39935
1164824945,Postamt,49.00454,8.3937
1178879795,Medizinischer Service,49.01289,8.44105
1039266221,Fachgeschäft,49.0021,8.40324
1164903088,Restaurant,49.00765,8.40763
1039814533,Baumarkt,49.01789,8.35518
57567920,Autoreparatur,49.00833,8.41715
1039266252,Fachgeschäft,48.99677,8.36029
50612542,Museum,49.01119,8.39966
1138938048,Autoreparatur,49.03228,8.35886
1070132233,Nahverkehrsbahnhof,48.99519,8.40388
1108686593,Fachgeschäft,48.98939,8.38391
1108536738,Fachgeschäft,49.02256,8.37394
1138941531,Autoreparatur,49.03228,8.35886
57568239,Hotel,49.00308,8.40193
1070067527,Nahverkehrsbahnhof,48.99325,8.33548
1104303665,Möbel- und Einrichtungshaus,49.00994,8.39646
1048203443,Elektrofachmarkt,49.00482,8.44626
1104303590,Bekleidungsgeschäft,49.00702,8.39483
1104115627,Bekleidungsgeschäft,49.00627,8.39459
1039266215,Fachgeschäft,49.00849,8.37951
1192311677,Restaurant,49.00939,8.40882
50604186,Restaurant,49.00927,8.33366
1070455924,Elektrofachmarkt,49.00971,8.40194
1039893319,Schule,49.01222,8.44592
1131727369,Erholungsgebiet,48.99173,8.3937
57563303,Autohändler,49.00808,8.39708
1165351148,Apotheke,48.99724,8.35888
1131716919,Erholungsgebiet,49.01341,8.35915
1031175682,Restaurant,48.99761,8.34699
1132504364,Fachgeschäft,49.00564,8.40312
1108687033,Fachgeschäft,49.00787,8.38184
1039266230,Fachgeschäft,48.98887,8.3827
1039893531,Schule,48.99786,8.37914
800763380,Restaurant,49.00828,8.39659
1108706028,Fachgeschäft,49.00801,8.39428
1108686614,Fachgeschäft,49.00975,8.39715
1131716827,Erholungsgebiet,49.03229,8.36404
50613049,Restaurant,48.99475,8.40041
1178852241,Medizinischer Service,49.00533,8.39893
1193012045,Andere Unterkünfte,49.0107,8.39683
1070085735,Nahverkehrsbahnhof,49.02076,8.44471
1005162389,Schule,48.98839,8.37868
1108694946,Fachgeschäft,49.02795,8.34988
800766681,Geldautomat,48.9951,8.40365
1039880703,Restaurant,49.0073,8.41403
1017154881,Geldautomat,49.01185,8.35861
1110491105,Bank,48.99508,8.38889
1179906945,Medizinischer Service,49.00957,8.40444
1110490844,Geldautomat,48.99581,8.35307
1039814903,Nachtleben,49.0114,8.34801
800749609,Bank,49.00857,8.39508
800760539,Apotheke,49.00941,8.39506
1017890486,Bank,49.00931,8.40979
1112142141,Fachgeschäft,49.00867,8.42373
1039814529,Universität / Hochschule,49.00209,8.38316
1039263474,Fachgeschäft,49.00956,8.40479
57565729,Tankstelle,49.02481,8.35734
800765290,Restaurant,49.00877,8.39543
1058556710,Medizinischer Service,49.01289,8.36932
1024126488,Supermarkt,49.0092,8.43782
1070118303,Autohändler,49.00806,8.44297
1058556701,Medizinischer Service,49.01208,8.35919
1070132237,Nahverkehrsbahnhof,49.00197,8.36287
50604759,Historisches Bauwerk,49.01118,8.39515
800761425,Andachtsort,49.00395,8.39458
1048476366,Gewerbebetrieb,49.00467,8.37963
1104303629,Bekleidungsgeschäft,49.00564,8.40312
50603529,Tankstelle,49.02931,8.3704
1070067170,Nahverkehrsbahnhof,49.01055,8.38696
800765857,Polizeistation,49.00785,8.40377
1017154916,Geldautomat,49.00801,8.39428
1192291858,Andachtsort,49.00752,8.43912
1166074821,Andachtsort,49.0183,8.44486
1005358213,Bank,48.99217,8.40211
57561539,Restaurant,49.00952,8.40545
800765315,Geldautomat,49.01167,8.39526
1070084709,Nahverkehrsbahnhof,49.01928,8.37524
1193011254,Hotel,48.99819,8.40395
50612481,Krankenhaus,48.99974,8.37944
1040338490,Medizinischer Service,49.00942,8.38973
50614182,Theater,49.01044,8.38464
1039243172,Restaurant,49.0115,8.36296
1178887218,Medizinischer Service,49.01289,8.44105
800851109,Historisches Bauwerk,49.01327,8.39895
1023773445,Hotel,48.9951,8.40365
1104101722,Bekleidungsgeschäft,49.00564,8.40312
1161857395,Apotheke,49.00189,8.41544
1070091402,Nahverkehrsbahnhof,49.00441,8.44107
1104303588,Bekleidungsgeschäft,49.00687,8.39481
1108696543,Fachgeschäft,49.01048,8.39514
1178851649,Medizinischer Service,49.00744,8.38977
1039321076,Kaffeehaus,49.01437,8.35209
1039251454,Buchhandlung,49.00935,8.40978
1142397581,Supermarkt,49.02972,8.37487
800759296,Apotheke,49.00957,8.40444
800753879,Restaurant,49.01174,8.39396
1039266259,Fachgeschäft,49.00953,8.42328
1161465066,Restaurant,48.99419,8.39846
1058556696,Medizinischer Service,49.00752,8.38922
1100919588,Möbel- und Einrichtungshaus,49.00393,8.44439
1039880516,Polizeistation,49.01513,8.37618
1164824935,Postamt,49.01059,8.37949
898517162,Bank,49.01082,8.35999
1058556691,Medizinischer Service,49.01075,8.37612
1192311628,Restaurant,49.01042,8.39823
1070091399,Nahverkehrsbahnhof,49.00614,8.43193
1039212923,Restaurant,49.00656,8.40592
800766758,Restaurant,49.00819,8.38957
1039893525,Schule,48.99854,8.38823
800749510,Apotheke,49.00986,8.39874
1070084711,Nahverkehrsbahnhof,49.02412,8.37533
1039816420,Andachtsort,49.01653,8.38231
1070623666,Elektrofachmarkt,49.01126,8.36184
1023826376,Geldautomat,48.99703,8.4044
1104074258,Sportzentrum,49.00825,8.38156
1039893134,Schule,49.00777,8.41509
1141520353,Bank,49.00874,8.40228
51774481,Historisches Bauwerk,49.00858,8.40367
1108687002,Fachgeschäft,49.01061,8.42195
1058556665,Medizinischer Service,49.01042,8.38305
1108398605,Sportfachgeschäft,49.00739,8.39607
800760220,Geldautomat,49.00857,8.39508
1039266232,Fachgeschäft,49.01028,8.4257
1174481980,fahrradleihstation,49.01072,8.40508
1058541577,Medizinischer Service,49.00927,8.39065
1104118467,Bekleidungsgeschäft,49.0042,8.3946
1024168212,Geldautomat,49.01035,8.42339
898512895,Friedhof,49.01609,8.44713
1192830165,Restaurant,48.99736,8.41078
1017433705,Hotel,49.02904,8.34902
1161792129,Parkgarage,49.00069,8.40419
1070156886,Restaurant,49.01107,8.39518
1104084904,Fachgeschäft,49.00972,8.40079
1194143015,Autoreparatur,49.01347,8.32294
1017890546,Geldautomat,49.0041,8.33338
800764041,Supermarkt,49.00511,8.39449
1164958751,Nachtleben,49.00134,8.39427
1023773293,LKW Händler,49.00833,8.41715
1039243132,Restaurant,49.00696,8.39127
1108686980,Fachgeschäft,49.01413,8.36111
57569325,Postamt,48.99515,8.40388
1178850867,Medizinischer Service,49.00384,8.33693
1137459219,Bank,49.01011,8.42408
1039892865,Schule,49.01222,8.44592
1001492216,Supermarkt,49.01136,8.3574
1161464781,Autovermietung,49.01872,8.35226
1070067176,Nahverkehrsbahnhof,49.01069,8.38147
1040338486,Medizinischer Service,49.00638,8.37518
1005155377,Schule,49.01068,8.38383
1001026860,Andere Unterkünfte,49.01542,8.39284
1070085736,Nahverkehrsbahnhof,49.0207,8.44478
1039104948,Bekleidungsgeschäft,49.00985,8.39889
1131731034,Erholungsgebiet,49.00791,8.4009
1115829130,Geldautomat,49.00995,8.39625
1058544196,Medizinischer Service,48.99562,8.35138
1164824941,Postamt,49.01551,8.39804
800056130,Einkaufszentrum,49.00564,8.40332
1039259849,Fachgeschäft,49.00936,8.40953
1058556708,Medizinischer Service,49.00957,8.42374
1010094854,Bank,49.0113,8.36077
1039814524,Universität / Hochschule,49.01458,8.39001
50610281,Parkgarage,49.01077,8.39481
898514423,Schule,49.03052,8.37117
1192312184,Nachtleben,49.01022,8.39789
1112150399,Fachgeschäft,49.00482,8.41058
1010068090,Gewerbebetrieb,49.00538,8.43679
57565575,Ausstellungszentrum / Messegelände,49.00294,8.39972
800765565,Kaffeehaus,49.0096,8.40337
1161921577,P+R,49.00536,8.36774
1011093793,Industriegebiet,49.03765,8.36533
800756151,Restaurant,49.00986,8.39861
1149443684,Hotel,49.00566,8.41024
1058556704,Medizinischer Service,48.99839,8.39321
1143809686,Restaurant,49.01001,8.39462
1132504728,Bekleidungsgeschäft,49.00564,8.40312
800749380,Restaurant,49.00925,8.39504
1193011778,Restaurant,49.00915,8.41236
1039266216,Fachgeschäft,49.0084,8.43954
50611597,Ausstellungszentrum / Messegelände,49.00294,8.39972
1039212953,Restaurant,48.99916,8.40689
800757389,Apotheke,49.00991,8.39691
1039782032,Supermarkt,49.00941,8.4277
1070085533,Nahverkehrsbahnhof,49.00938,8.40912
1193145874,Restaurant,49.00897,8.39592
1017621210,Gerichtsgebäude,49.01241,8.39881
50604516,Historisches Bauwerk,49.01254,8.38813
1174516013,fahrradleihstation,49.00043,8.41853
50604901,Historisches Bauwerk,49.01165,8.3995
1039243427,Restaurant,49.00515,8.32811
1161921750,P+R,49.01171,8.44062
1132504374,Elektrofachmarkt,49.00564,8.40312
1039880841,Restaurant,49.00946,8.42244
1131716909,Erholungsgebiet,49.01699,8.36042
1031201691,Schule,49.02911,8.36123
1058541559,Medizinischer Service,49.00909,8.36783
1126267043,Bank,49.02919,8.38645
1148921128,Nachtleben,48.99699,8.39374
800766830,Geldautomat,49.00947,8.40687
1113023123,Autoreparatur,49.00806,8.44297
1112420100,Autoreparatur,49.00833,8.41715
1070464250,Fachgeschäft,49.01127,8.36053
1178850800,Medizinischer Service,49.00304,8.34377
1108686607,Fachgeschäft,49.00667,8.42066
50605236,Hotel,48.99629,8.40329
1108686997,Fachgeschäft,48.99636,8.33579
800766181,Bank,49.0044,8.40957
1135003480,Medizinischer Service,49.01188,8.36024
1039880849,Kaffeehaus,49.00709,8.40733
50612787,Rathaus / Stadtverwaltung,49.00858,8.40367
1039815628,Andachtsort,49.00717,8.37219
1193024473,Restaurant,49.0087,8.42208
898522360,Geldautomat,49.01001,8.39462
1039782014,Supermarkt,48.99671,8.33602
1103752740,Supermarkt,49.01075,8.3988
800763346,Schule,49.00236,8.40696
50593856,Bahnhof,48.99443,8.40134
1131716907,Erholungsgebiet,49.01367,8.3816
57562592,Parkgarage,49.00824,8.39374
1039893096,Schule,49.00832,8.38962
844453784,Autoreparatur,49.00833,8.41715
1178852448,Medizinischer Service,49.00857,8.39507
50610275,Parkgarage,49.00835,8.40554
1017890485,Geldautomat,49.00931,8.40979
1137973003,Autovermietung,49.00806,8.44297
1017621220,Gerichtsgebäude,49.01165,8.40111
1070067168,Nahverkehrsbahnhof,49.01078,8.35956
1193011496,Restaurant,49.00189,8.38976
1131716906,Erholungsgebiet,49.00885,8.37539
1070459466,Kaffeehaus,49.00981,8.39893
1174482016,fahrradleihstation,49.00146,8.40797
1108536732,Fachgeschäft,49.011,8.39923
1108398615,Sportfachgeschäft,49.00979,8.40005
1058701741,Medizinischer Service,49.02416,8.37145
1192311529,Restaurant,48.9945,8.40032
801778263,Andachtsort,49.01696,8.38743
1039266235,Fachgeschäft,48.99773,8.39291
1132504360,Bekleidungsgeschäft,49.00564,8.40312
50605328,Hotel,49.01007,8.39423
1039877198,Apotheke,49.0099,8.39788
1174482026,fahrradleihstation,48.98805,8.37994
1165560125,Andachtsort,48.99809,8.37789
996602887,Autovermietung,48.997,8.37233
1108686986,Fachgeschäft,49.00932,8.40088
1039815347,Andachtsort,49.01059,8.38695
1039257753,Nachtleben,49.02301,8.36886
1178852440,Medizinischer Service,49.00982,8.39929
57540925,Restaurant,49.00165,8.39247
50603203,Tankstelle,49.01414,8.35497
1193011922,Andere Unterkünfte,49.00531,8.39384
1132034819,Sportfachgeschäft,49.00451,8.39214
898514189,Bank,49.01001,8.39462
1161506869,Tankstelle,49.00479,8.44619
1017890542,Geldautomat,49.00386,8.39439
1039210490,Restaurant,49.00198,8.39418
1024186304,Autoreparatur,49.01966,8.3552
1100964674,Gewerbebetrieb,49.01429,8.39736
50611305,Sehenswürdigkeit,49.01198,8.40054
1193944814,Restaurant,49.00896,8.42366
1137321235,Gewerbebetrieb,49.0113,8.36507
1110490830,Geldautomat,49.01703,8.44445
1039816067,Andachtsort,48.99643,8.3388
1177960233,Autoreparatur,48.99503,8.38956
50603000,Tankstelle,49.0151,8.43475
1165492207,Nachtleben,49.00938,8.39168
1164824933,Postamt,49.00315,8.38882
1148861119,Autovermietung,48.99131,8.40053
1039210485,Restaurant,49.00884,8.3919
1176204167,Apotheke,49.01,8.39462
1108687019,Fachgeschäft,49.01231,8.35949
1070508626,Sportzentrum,49.01001,8.39462
1174493269,fahrradleihstation,49.00444,8.38939
1108687020,Fachgeschäft,49.00866,8.3916
1039266257,Fachgeschäft,49.00015,8.4106
1039210459,Restaurant,49.00763,8.39337
1137720186,Kaffeehaus,49.01086,8.37495
801779857,Andachtsort,49.00908,8.419
1148811763,Supermarkt,48.99817,8.34834
800851035,Historisches Bauwerk,49.01448,8.39817
1010054601,Fachgeschäft,48.99449,8.4016
1161921753,P+R,49.01476,8.35219
1193040005,Restaurant,49.00973,8.38182
1132034811,Sportfachgeschäft,49.00714,8.39253
1017889969,Geldautomat,49.01155,8.41774
1039210476,Nachtleben,49.01158,8.3952
1005164824,Schule,49.01398,8.39391
1164824927,Postamt,48.99172,8.37507
1174481942,fahrradleihstation,49.01128,8.42337
1132504736,Bekleidungsgeschäft,49.00564,8.40312
1100506312,Supermarkt,48.99769,8.3717
57567977,Autohändler,49.02129,8.35218
50612296,Sehenswürdigkeit,49.00925,8.40408
1039814904,Nachtleben,49.00557,8.41055
1010054599,Fachgeschäft,48.99449,8.4016
57568150,Krankenhaus,48.99974,8.37944
1001488695,Supermarkt,49.02995,8.37489
1115829099,Geldautomat,49.0044,8.40957
1040338491,Medizinischer Service,49.00127,8.39745
801780824,Apotheke,49.00661,8.37525
1193037899,Restaurant,49.01634,8.44088
1039782019,Supermarkt,49.01135,8.36331
1112419685,Autoreparatur,49.01599,8.35398
1058556705,Medizinischer Service,49.01044,8.42567
1193011563,Restaurant,49.01249,8.35706
1165144608,Bank,49.00403,8.4202
1161792131,Parkgarage,49.0062,8.4005
1108686979,Fachgeschäft,49.00738,8.40666
1193011662,Restaurant,49.00795,8.38108
1039243165,Restaurant,49.00874,8.40228
1024132960,Autovermietung,49.00607,8.44281
1132504370,Bekleidungsgeschäft,49.00564,8.40312
1108686597,Fachgeschäft,49.00326,8.38689
1193011957,Hotel,49.00568,8.40673
1112142133,Fachgeschäft,49.00535,8.35605
1193011741,Restaurant,49.01146,8.36527
1039212939,Restaurant,49.00648,8.32796
800758730,Restaurant,49.00124,8.39744
1039130168,Bekleidungsgeschäft,49.00564,8.40312
1178868529,Medizinischer Service,48.9982,8.39383
1104303589,Bekleidungsgeschäft,49.00749,8.39488
844449707,Autoreparatur,48.99663,8.34614
1017621223,Fachgeschäft,49.00888,8.37466
1024132903,Autovermietung,49.00838,8.41704
1108686982,Fachgeschäft,49.01326,8.3746
800763788,Geldautomat,49.00909,8.40411
800751218,Buchhandlung,49.00558,8.39425
1108686618,Fachgeschäft,49.0024,8.40328
1104303666,Bekleidungsgeschäft,49.00887,8.39561
996600222,Autovermietung,48.99443,8.40134
800760269,Supermarkt,49.00909,8.41026
1112148238,Fachgeschäft,49.00817,8.44449
1070091397,Nahverkehrsbahnhof,49.00732,8.42573
50612705,Museum,49.00153,8.40906
800763293,Bank,48.9951,8.40365
1132504366,Elektrofachmarkt,49.00564,8.40312
1039210468,Restaurant,49.00954,8.40508
1040338487,Medizinischer Service,49.01819,8.37544
1017621214,Gerichtsgebäude,49.00916,8.40076
898112750,Historisches Bauwerk,49.01139,8.38649
1070618897,Fachgeschäft,49.03071,8.36745
1070066403,Nahverkehrsbahnhof,49.00925,8.40408
1130096339,Autoreparatur,49.03247,8.35896
1031198238,Schule,48.99905,8.41001
50613434,Tankstelle,49.0187,8.35485
1103752735,Supermarkt,48.99395,8.38517
800761855,Andachtsort,49.00813,8.39976
50610538,Parkgarage,49.01003,8.40522
1104075203,Bekleidungsgeschäft,49.0097,8.40208
1100436679,Bekleidungsgeschäft,49.00564,8.40312
1039130167,Bekleidungsgeschäft,49.00564,8.40312
1178053450,Autoreparatur,49.00471,8.38696
1039266210,Fachgeschäft,49.01634,8.44116
1103752741,Supermarkt,48.99724,8.35888
800766574,Hotel,49.00889,8.39732
1164824943,Postamt,49.00015,8.4106
1193953373,Nachtleben,49.01001,8.39461
1058556672,Medizinischer Service,49.00533,8.39896
1005358210,Bahnhof,48.99217,8.40211
800763967,Restaurant,49.01097,8.39574
1103752732,Supermarkt,49.00892,8.43952
1058701748,Medizinischer Service,49.01473,8.36131
1039251460,Buchhandlung,49.01167,8.39526
800752194,Restaurant,49.00942,8.40732
1039823170,Andachtsort,48.99843,8.40828
898514470,Schule,49.03347,8.37044
1164824936,Postamt,49.01097,8.37107
800765372,Apotheke,49.00511,8.39449
1058701755,Medizinischer Service,49.01227,8.42578
57568699,Parkgarage,49.00371,8.40199
1174481830,fahrradleihstation,49.01527,8.41978
1176630103,Restaurant,48.99445,8.40144
50611170,Theater,49.00418,8.40595
1178852294,Medizinischer Service,49.0093,8.39892
1131716903,Erholungsgebiet,49.01616,8.36674
1112142126,Fachgeschäft,49.00637,8.44356
1070067177,Nahverkehrsbahnhof,49.01062,8.38146
1039506026,Autoreparatur,48.99695,8.34609
1005223874,Schule,49.00461,8.33109
1178852597,Medizinischer Service,49.00397,8.40796
1166565588,Restaurant,49.00786,8.40372
1126267095,Bank,48.9972,8.33642
1132504734,Fachgeschäft,49.00564,8.40312
1166329047,Autoreparatur,48.99049,8.37233
1058549170,Medizinischer Service,49.01558,8.44334
1110490843,Bank,48.99581,8.35307
1039104943,Bekleidungsgeschäft,49.00564,8.40312
50605070,Hotel,49.0077,8.38568
50610219,Parkgarage,49.01016,8.38544
1132504735,Elektrofachmarkt,49.00564,8.40312
1005222095,Schule,49.02084,8.37054
980751286,Elektrofachmarkt,48.9921,8.37287
1132504363,Fachgeschäft,49.00564,8.40312
50603844,Restaurant,49.00398,8.40797
1017889707,Bank,49.00466,8.41138
1109996569,Taxistand,48.99972,8.38002
1039243151,Nachtleben,49.00962,8.37327
57569328,Postamt,49.00935,8.41097
898512325,Friedhof,48.98288,8.37411
57553099,Einkaufszentrum,49.01004,8.39427
50604990,Historisches Bauwerk,49.00606,8.39474
800750938,Apotheke,49.00533,8.39852
57561540,Restaurant,49.01006,8.39442
1131716908,Erholungsgebiet,49.00892,8.38406
1070067178,Nahverkehrsbahnhof,49.01145,8.36437
1039816068,Andachtsort,49.00421,8.34514
1039816065,Andachtsort,49.0288,8.36908
1178851836,Medizinischer Service,49.02784,8.38615
1039814528,Nachtleben,49.00852,8.39621
1039782018,Supermarkt,49.02713,8.3579
1174481966,fahrradleihstation,49.00622,8.43124
1178852261,Medizinischer Service,48.99899,8.41134
1039243159,Restaurant,49.0093,8.37489
1137321229,Gewerbebetrieb,49.00537,8.33129
1039130161,Bekleidungsgeschäft,49.00564,8.40312
51774690,Restaurant,49.01097,8.39731
1039259864,Fachgeschäft,49.01155,8.3148
1039892649,Schule,49.00561,8.41444
1058556707,Medizinischer Service,49.003,8.39153
1017917097,Geldautomat,49.00497,8.41058
1005162994,Schule,48.99742,8.38853
50612206,Sehenswürdigkeit,49.01004,8.39427
1070084707,Nahverkehrsbahnhof,49.01552,8.37504
1039257756,Nachtleben,49.01254,8.36369
1017890514,Geldautomat,48.98902,8.3831
1108686625,Fachgeschäft,49.00558,8.39425
1132034917,Sportfachgeschäft,49.0305,8.3593
1039263472,Fachgeschäft,49.00143,8.41052
1104117185,Bekleidungsgeschäft,49.01077,8.35946
1115829183,Geldautomat,49.01123,8.3603
1178852341,Medizinischer Service,48.99914,8.39393
1039104946,Bekleidungsgeschäft,49.00564,8.40312
1017889708,Geldautomat,49.00466,8.41138
57569327,Postamt,49.01001,8.39459
1005230041,Schule,49.00709,8.40733
1039306509,Schule,49.00716,8.37219
1112142138,Fachgeschäft,49.0115,8.36296
800761953,Kino,49.01006,8.39442
1131716921,Friedhof,49.01383,8.35645
1039879086,Apotheke,49.00784,8.43925
1193028891,Restaurant,49.00795,8.38108
1058544172,Medizinischer Service,49.00982,8.39874
1126266703,Bank,49.0035,8.38166
1112142124,Fachgeschäft,49.0138,8.43034
1039893094,Schule,49.00972,8.43198
1039880515,Autovermietung,48.99443,8.40134
1144513514,Restaurant,49.00377,8.42638
1193011935,Andere Unterkünfte,49.00727,8.40653
1139160686,Geldautomat,49.02471,8.35729
1110490883,Geldautomat,49.00785,8.37957
1039893526,Schule,49.00557,8.37638
51774424,Kino,49.00325,8.40798
1039893718,Andachtsort,49.00461,8.33109
1178851904,Medizinischer Service,49.01188,8.36152
801780842,Apotheke,48.9961,8.33564
800762969,Restaurant,49.00306,8.40556
1031198214,Schule,48.99798,8.38074
1011545405,Bekleidungsgeschäft,49.00963,8.40371
1108686990,Fachgeschäft,49.00966,8.40312
1039246678,Restaurant,49.00823,8.36787
1070508716,Sportzentrum,49.0069,8.43745
1131737496,Erholungsgebiet,49.01172,8.40425
1165776897,Andachtsort,49.03296,8.39355
1070447702,Bekleidungsgeschäft,49.00516,8.44648
1164810655,Kaffeehaus,49.00963,8.40371
1039210454,Nachtleben,49.01341,8.35908
1017027838,Parkgarage,48.99273,8.40417
1115829168,Geldautomat,49.0209,8.38655
800761983,Hotel,49.00511,8.39449
1137449870,Restaurant,49.01064,8.40138
