POI_ID,POI_TYPE,LAT,LON
1178852031,Medizinischer Service,49.00444,8.38243
50611591,Ausstellungszentrum / Messegelände,49.00294,8.39972
1058556685,Medizinischer Service,49.00591,8.37714
1178869673,Medizinischer Service,49.00371,8.37273
1039130285,Bekleidungsgeschäft,49.00967,8.4019
1070618900,Fachgeschäft,49.00977,8.39974
50604923,Historisches Bauwerk,49.00857,8.40397
1024643604,Bank,48.98902,8.3831
800765812,Touristeninformation,49.0088,8.40407
1193011683,Restaurant,49.0113,8.36076
1017890480,Bank,49.00738,8.34261
801780829,Apotheke,48.99849,8.38603
1110490861,Geldautomat,49.02301,8.37348
995160229,Elektrofachmarkt,49.00239,8.395
50603678,Restaurant,49.00022,8.39585
1108687000,Fachgeschäft,49.01001,8.39462
1100919571,Baumarkt,49.01874,8.35673
1070066402,Nahverkehrsbahnhof,49.01002,8.39427
1112142123,Fachgeschäft,49.00955,8.42069
1011027093,Industriegebiet,49.02792,8.35287
1178852639,Medizinischer Service,49.00965,8.40311
801780840,Apotheke,49.00786,8.43155
800764295,Geldautomat,49.00749,8.39473
1193011458,Hotel,49.01275,8.37223
1104118465,Bekleidungsgeschäft,49.01015,8.39158
1108687010,Fachgeschäft,49.0102,8.3903
1104115626,Bekleidungsgeschäft,49.00931,8.39587
800766088,Restaurant,49.00225,8.40455
1193012346,Restaurant,49.01072,8.39355
1193104529,Restaurant,49.02499,8.35672
50610440,Parkgarage,49.00845,8.39304
1178852142,Medizinischer Service,49.00916,8.37057
1017393315,Parkplatz,48.99211,8.40119
1039893031,Schule,49.01437,8.39553
1132504737,Fachgeschäft,49.00564,8.40312
1193028461,Restaurant,49.00805,8.39595
801782356,Apotheke,49.01749,8.36775
1031201670,Schule,49.02358,8.37483
1039814540,Universität / Hochschule,49.00659,8.39464
1070091396,Nahverkehrsbahnhof,49.0077,8.42422
800765287,Restaurant,49.00406,8.39458
1070063450,Nahverkehrsbahnhof,49.00008,8.40318
50612683,Museum,49.01175,8.39963
1070067174,Nahverkehrsbahnhof,49.0113,8.36923
1039243141,Restaurant,49.00752,8.38921
800056144,Supermarkt,49.00561,8.41055
997869580,Autohändler,49.03247,8.35896
800753421,Apotheke,49.01008,8.39385
1100954193,Fachgeschäft,49.02795,8.34988
1058556671,Medizinischer Service,49.00306,8.40428
57564424,Kino,49.00054,8.38595
1039228303,Restaurant,49.03301,8.39147
1194474445,Erholungsgebiet,48.99475,8.40041
1193011571,Restaurant,49.01118,8.39965
1024168210,Geldautomat,49.03097,8.38627
1070085532,Nahverkehrsbahnhof,49.00869,8.41819
800763864,Apotheke,49.00769,8.41092
1039104944,Bekleidungsgeschäft,49.00564,8.40312
1100953724,Bekleidungsgeschäft,49.01042,8.39823
1005226632,Schule,49.00641,8.37821
57553313,Autohändler,48.99663,8.34614
1193011190,Restaurant,48.99155,8.38905
1010067972,Gewerbebetrieb,49.00711,8.35202
1193033703,Restaurant,49.00549,8.38321
1126266736,Bank,49.0307,8.36761
1115851474,Autoreparatur,49.03247,8.35896
1039814530,Supermarkt,49.01011,8.39239
1039814531,Museum,49.00374,8.33337
1148940844,Polizeistation,49.01384,8.35502
50610461,Parkgarage,49.01032,8.40238
1104075167,Bekleidungsgeschäft,49.00503,8.4464
1131722969,Erholungsgebiet,49.00479,8.34626
1108686604,Fachgeschäft,49.00696,8.39127
1058540852,Medizinischer Service,48.99449,8.39449
1110490884,Bank,49.00785,8.37957
1131722974,Friedhof,49.00553,8.35496
1039814534,Museum,49.00237,8.40731
1031198221,Schule,49.01966,8.38692
1178852189,Medizinischer Service,49.01261,8.36898
1070085734,Nahverkehrsbahnhof,49.0137,8.42948
1193011709,Restaurant,49.01016,8.39213
57556144,Kino,49.01039,8.39655
1005228911,Schule,48.99863,8.38715
1178852004,Medizinischer Service,49.00371,8.37273
800766372,Restaurant,49.00816,8.40952
1039878916,Apotheke,49.01151,8.36397
50603831,Restaurant,49.00787,8.40373
1070447698,Bekleidungsgeschäft,49.01001,8.39462
1058544184,Medizinischer Service,49.03076,8.36632
1131731033,Erholungsgebiet,49.01033,8.38872
1132504365,Bürobedarf,49.00564,8.40312
1017555764,Parkgarage,49.01092,8.40458
1193025364,Restaurant,49.00568,8.40673
1039210469,Restaurant,49.0095,8.40511
1165537527,Geldautomat,49.0053,8.41433
57564423,Parkgarage,49.00007,8.38465
1017890477,Geldautomat,48.99806,8.34983
1166381202,Kaffeehaus,49.00417,8.40761
1039257764,Hotel,49.01135,8.35968
1132035568,Sportfachgeschäft,49.01104,8.35306
1005227588,Schule,49.00472,8.32841
1039893027,Schule,49.01407,8.43994
51773558,Restaurant,48.99507,8.40195
1193032992,Restaurant,49.0101,8.39328
1178850921,Medizinischer Service,49.00292,8.33605
1023826374,Bank,48.99635,8.40483
1010718008,Verbrauchermarkt,49.00967,8.4019
1011023695,Industriegebiet,48.99084,8.37193
1131716845,Erholungsgebiet,49.02253,8.36373
1109981878,Taxistand,49.00899,8.41605
50603616,Restaurant,49.00862,8.37521
800056127,Einkaufszentrum,49.01005,8.39348
1113027304,Supermarkt,48.99806,8.34983
1005222842,Schule,49.03213,8.38635
1017027839,Parkplatz,48.99158,8.39815
1070132235,Nahverkehrsbahnhof,48.99366,8.39653
50604392,Historisches Bauwerk,49.00915,8.41898
898116477,Andachtsort,49.0079,8.37873
1039243400,Restaurant,49.00078,8.35122
801779391,Andachtsort,48.98807,8.38113
50613045,Kaffeehaus,49.00694,8.39482
1104101725,Bekleidungsgeschäft,49.00564,8.40312
1011014060,Restaurant,49.01253,8.42645
800056137,Buchhandlung,49.00564,8.40332
1110559608,Bank,49.002,8.39444
1132034818,Sportfachgeschäft,49.01114,8.4389
50605392,Hotel,49.00027,8.3957
1039893098,Schule,49.01524,8.37437
1200702930,Parkplatz,49.00923,8.43986
1109989086,Taxistand,48.99865,8.3887
1174481853,fahrradleihstation,49.01443,8.39407
1005227354,Schule,48.99675,8.39829
1112147804,Fachgeschäft,49.02802,8.37241
1116117429,Geldautomat,48.9988,8.38437
1039240966,Restaurant,48.99439,8.3959
800756859,Apotheke,49.00749,8.39488
1110490862,Bank,49.02301,8.37348
1148908266,Restaurant,49.0088,8.40407
1164922631,Fachgeschäft,48.99457,8.39969
1039814537,Museum,49.00742,8.40047
1108686599,Fachgeschäft,49.00145,8.39282
1039263457,Fachgeschäft,49.00189,8.39199
1039307724,Schule,49.01221,8.39613
1104303645,Bekleidungsgeschäft,49.01001,8.39462
1070084708,Nahverkehrsbahnhof,49.01552,8.37517
1039266243,Fachgeschäft,48.99277,8.39251
1017621205,Gerichtsgebäude,49.01274,8.38418
800758515,Bank,49.01167,8.39526
1148908854,Restaurant,49.0031,8.35591
1132504368,Bekleidungsgeschäft,49.00564,8.40312
1010054607,Fachgeschäft,48.99449,8.4016
800106337,Autoreparatur,49.00838,8.41704
1144538115,Parkgarage,49.00897,8.40994
1174481851,fahrradleihstation,49.013,8.44351
801780821,Apotheke,49.0111,8.36895
1132504369,Bekleidungsgeschäft,49.00564,8.40312
50605104,Hotel,49.00705,8.39111
800755673,Schule,49.01086,8.41046
1010260353,Gewerbebetrieb,49.01354,8.42825
1097181939,Autoreparatur,49.01717,8.35321
1108687029,Fachgeschäft,49.00829,8.36799
50612060,Sportzentrum,49.00036,8.36866
1142400723,Supermarkt,49.00813,8.3861
50613804,Sportanlagen,48.99707,8.37751
57567328,Autohändler,49.00838,8.41704
1104118468,Bekleidungsgeschäft,49.00985,8.39889
1039823171,Andachtsort,49.03448,8.37122
1001361207,Parkplatz,48.99332,8.3975
1011542526,Bekleidungsgeschäft,48.99171,8.37507
1039892650,Schule,49.0049,8.32624
1001493076,Supermarkt,49.00134,8.39427
1070455913,Elektrofachmarkt,49.01002,8.39533
1005226100,Schule,49.00974,8.38182
1039815629,Andachtsort,48.9912,8.392
801780826,Apotheke,48.99843,8.39027
1039212929,Restaurant,48.99839,8.4043
1039823172,Andachtsort,49.01092,8.36522
1039165971,Restaurant,49.0024,8.40328
800762340,Geldautomat,49.00832,8.40205
50605161,Hotel,49.00799,8.39152
57568309,Autovermietung,49.02765,8.3503
1193944844,Kaffeehaus,49.00896,8.42366
1017890471,Geldautomat,49.00957,8.40444
57569334,Postamt,49.00418,8.33323
1193011107,Hotel,48.99469,8.39163
1039130164,Bekleidungsgeschäft,49.00564,8.40312
1039243401,Restaurant,49.00095,8.35161
1164921074,Gewerbebetrieb,49.01055,8.38794
57553100,Einkaufszentrum,49.01021,8.39648
998237675,Schule,49.00429,8.39498
57554191,Autohändler,49.00833,8.41715
800766376,Bibliothek,49.00869,8.4001
996412110,Schule,49.02677,8.38814
1163982617,Autoreparatur,49.00806,8.44297
1048143912,Bahnhof,49.01437,8.35209
50604874,Historisches Bauwerk,49.01338,8.40454
1193011971,Restaurant,49.01178,8.39809
50610631,P+R,48.99673,8.37938
1039877200,Apotheke,49.002,8.39444
1131725551,Erholungsgebiet,49.0008,8.34099
1069815455,Autovermietung,49.02636,8.35758
1194474414,Historisches Bauwerk,48.99475,8.40041
1011540996,Bekleidungsgeschäft,49.00983,8.39853
1178851816,Medizinischer Service,49.03073,8.36678
800762209,Apotheke,49.00137,8.40813
1193013391,Restaurant,49.02353,8.366
801780832,Apotheke,49.03068,8.36807
1005220932,Schule,48.9989,8.38182
1131752723,Tankstelle,49.007,8.34539
1108695021,Fachgeschäft,48.99832,8.39593
1005155878,Schule,48.99965,8.34065
1137321228,Gewerbebetrieb,49.01006,8.42572
1024643605,Bank,49.00819,8.37607
1010161345,Geldautomat,49.0113,8.36077
1122822085,Touristeninformation,49.00784,8.42399
1192311698,Restaurant,49.01015,8.39778
57553314,Autohändler,49.00795,8.37776
1174491660,fahrradleihstation,49.0203,8.38501
1174481807,fahrradleihstation,49.00712,8.40276
1017890521,Geldautomat,48.99156,8.38906
1104115630,Bekleidungsgeschäft,49.01017,8.39652
1174481933,fahrradleihstation,48.99771,8.39316
801780591,Apotheke,49.00484,8.44622
1176630037,Parkplatz,49.01103,8.39791
1178851948,Medizinischer Service,49.0112,8.36135
1192336289,Nachtleben,48.99736,8.41078
1178869538,Medizinischer Service,49.0112,8.36135
50605197,Hotel,49.00269,8.39381
1192311591,Sportzentrum,49.01015,8.39778
1142398086,Supermarkt,49.00973,8.42355
1148121265,Bekleidungsgeschäft,49.00988,8.39815
800748202,Apotheke,49.00744,8.38977
1132504376,Bekleidungsgeschäft,49.00564,8.40312
1039130162,Bekleidungsgeschäft,49.00564,8.40312
50603940,Restaurant,48.9917,8.39261
1148861305,Autovermietung,48.99446,8.40148
1110490848,Geldautomat,48.9888,8.3826
1108686984,Fachgeschäft,49.01035,8.39821
57561537,Restaurant,49.00957,8.40461
1178852070,Medizinischer Service,49.01079,8.38956
1039206618,Autoreparatur,49.03247,8.35896
1058556676,Medizinischer Service,49.00883,8.37241
1024643699,Bank,49.00578,8.41369
1039262367,Fachgeschäft,49.00404,8.40652
1131725550,Erholungsgebiet,48.99427,8.35936
1039243166,Nachtleben,49.00795,8.38958
57561703,Autohändler,49.03312,8.35929
1131730990,Erholungsgebiet,49.00664,8.4153
1039286569,Supermarkt,48.99499,8.40137
800766609,Buchhandlung,49.00987,8.39757
1174481893,fahrradleihstation,49.01996,8.42148
1132504724,Bekleidungsgeschäft,49.00564,8.40312
1010086613,Gewerbebetrieb,49.01005,8.35434
1108685042,Fachgeschäft,48.99171,8.37507
1039880842,Restaurant,49.00739,8.41918
1132504727,Bekleidungsgeschäft,49.00564,8.40312
57569329,Postamt,49.00484,8.44622
1132034814,Sportfachgeschäft,48.9974,8.40429
800761204,Restaurant,49.01042,8.39823
1148490485,Gewerbebetrieb,49.00943,8.42435
1131753206,Tankstelle,49.01092,8.35768
1131722970,Erholungsgebiet,49.00761,8.33726
57562999,Restaurant,49.01447,8.35174
1176754328,Autoreparatur,49.02931,8.3704
1011104677,Supermarkt,49.00482,8.44626
1039266217,Supermarkt,49.00784,8.43925
1017889010,Bank,49.01113,8.36086
1017890481,Geldautomat,49.00738,8.34261
1070132239,Nahverkehrsbahnhof,48.99223,8.40165
800756416,Buchhandlung,49.00973,8.40051
1174481976,fahrradleihstation,49.00114,8.38454
1010054605,Kaffeehaus,48.99449,8.4016
979355721,Elektrofachmarkt,49.00564,8.40312
1039263458,Fachgeschäft,49.01123,8.3603
998657226,Bowling / Kegeln,49.02317,8.35529
1001493866,Supermarkt,49.00999,8.38185
50614181,Theater,49.01044,8.38464
1148908265,Nachtleben,49.009,8.39155
800759938,Apotheke,49.00913,8.4086
1104303630,Bekleidungsgeschäft,49.00564,8.40312
1192311720,Schule,49.00881,8.39704
800749045,Museum,49.01118,8.39515
1070132232,Nahverkehrsbahnhof,48.99444,8.40005
57563181,Restaurant,48.99449,8.4016
1108705502,Fachgeschäft,48.99589,8.40533
800752794,Bank,49.00909,8.40411
801780859,Apotheke,48.99899,8.40824
1104303631,Bekleidungsgeschäft,49.00564,8.40312
1011541580,Bekleidungsgeschäft,49.00946,8.40624
1178851694,Medizinischer Service,49.01491,8.37513
800759072,Restaurant,49.00721,8.40265
1039243405,Restaurant,48.99612,8.39158
1099935285,Möbel- und Einrichtungshaus,49.00393,8.44439
1001025595,Hotel,49.00134,8.39427
1039782028,Bekleidungsgeschäft,49.00564,8.40312
57540923,Restaurant,49.0077,8.39518
998045415,Autohändler,49.02129,8.35218
1110490530,Geldautomat,49.00497,8.41028
1110490874,Geldautomat,49.00531,8.33115
1039266237,Fachgeschäft,48.99989,8.39401
1161795126,Restaurant,49.00153,8.36663
1108709985,Fachgeschäft,49.00564,8.41608
800758630,Bibliothek,49.01118,8.39515
801780328,Andachtsort,49.0136,8.35933
1144513604,Restaurant,48.99794,8.39381
1017621226,Gerichtsgebäude,49.00673,8.39582
1039823167,Andachtsort,49.00593,8.32628
1039893028,Schule,49.00694,8.40996
1141520354,Geldautomat,49.00874,8.40228
1039130286,Hotel,49.01299,8.39345
1148865257,fahrradleihstation,48.99437,8.40248
1039212963,Restaurant,48.99312,8.35392
57564426,Restaurant,49.00054,8.38595
1070063448,Nahverkehrsbahnhof,49.00473,8.40348
1039266224,Fachgeschäft,49.00877,8.3976
50606034,Hotel,49.00966,8.38636
50610483,Parkgarage,49.01345,8.4205
1017555763,Parkgarage,49.01092,8.40413
50609430,Parkplatz,49.00478,8.44302
1039880699,Restaurant,49.00888,8.39835
1070067169,Nahverkehrsbahnhof,49.01073,8.35977
1058556686,Medizinischer Service,49.00533,8.39716
800748874,Geldautomat,49.00861,8.40064
1024168211,Geldautomat,49.01524,8.37437
1005224146,Schule,49.00677,8.368
1070084712,Nahverkehrsbahnhof,49.0302,8.37618
1110490529,Bank,49.00497,8.41028
1178852560,Medizinischer Service,48.99914,8.39393
1070067520,Nahverkehrsbahnhof,49.00153,8.34515
57561520,Nachtleben,49.00914,8.39104
1039251417,Buchhandlung,49.00988,8.39815
1178892196,Autoreparatur,49.0187,8.35485
1149534815,Parkplatz,49.01158,8.4089
50604284,Restaurant,49.01459,8.36024
1166607058,Geldautomat,49.00403,8.42021
1192291931,Fachgeschäft,49.00777,8.43923
1039260437,Fachgeschäft,49.00905,8.41501
1039259843,Fachgeschäft,49.01097,8.34745
1058556682,Medizinischer Service,49.01039,8.38557
1164824931,Postamt,48.99599,8.3939
1193011592,Restaurant,49.01272,8.3585
1023817568,LKW Händler,48.99695,8.34609
1039266223,Fachgeschäft,49.00522,8.35057
1132207591,Sportfachgeschäft,49.02668,8.39039
1193012213,Restaurant,49.01396,8.43092
1039818394,Andachtsort,48.99864,8.35033
1161506866,Tankstelle,48.99803,8.3498
1137762518,Medizinischer Service,49.00895,8.39701
1010054597,Fachgeschäft,48.99217,8.40211
1116117430,Geldautomat,49.00145,8.40747
1031198212,Schule,49.00368,8.34599
1131716847,Erholungsgebiet,49.019,8.37604
1164824939,Postamt,49.00168,8.41312
1058556491,Medizinischer Service,49.005,8.39806
1132504731,Fachgeschäft,49.00564,8.40312
1024643700,Bank,49.01035,8.42339
57569337,Postamt,49.0173,8.44329
1178852316,Medizinischer Service,49.00141,8.40457
1017154917,Bank,49.00801,8.39428
1148921125,Nachtleben,49.0094,8.37546
800755773,Andachtsort,49.00948,8.40527
1174482180,fahrradleihstation,48.99423,8.3966
1010736454,Sportfachgeschäft,49.00974,8.40116
800750586,Restaurant,49.00937,8.41054
801780834,Apotheke,49.01087,8.42361
800764452,Restaurant,49.00454,8.40325
1178727577,Bahnhof,48.99434,8.4025
1017890505,Bank,49.01038,8.38415
50611214,Theater,49.01044,8.38464
57563048,Hotel,49.01253,8.42645
1039266233,Fachgeschäft,48.9938,8.33638
1024643544,Bank,49.0209,8.38655
1108687025,Fachgeschäft,49.00953,8.42328
1048143932,Bahnhof,49.00121,8.36315
800056136,Apotheke,49.00564,8.40332
1178851191,Medizinischer Service,48.9982,8.39383
1193012303,Restaurant,49.00016,8.40822
1031198251,Schule,49.01642,8.42394
1193019262,Restaurant,49.00884,8.38963
1024643682,Bank,49.00515,8.39473
1159534505,Autovermietung,49.01044,8.38464
1058544180,Medizinischer Service,49.01459,8.37841
1193012410,Restaurant,49.01127,8.39652
57565932,Autohändler,48.99634,8.41005
1031795144,Restaurant,49.01677,8.36119
1100438750,Fachgeschäft,49.00974,8.40031
57562808,Restaurant,49.00929,8.39605
1058545329,Medizinischer Service,48.99901,8.38622
800851021,Parkgarage,49.01092,8.40403
1193021278,Restaurant,49.01249,8.35706
1192311340,Restaurant,49.01022,8.39789
1131716904,Erholungsgebiet,49.01248,8.37063
1193809863,Restaurant,49.0087,8.41787
1039880514,Autovermietung,49.02795,8.34988
1039321009,Kaffeehaus,48.99449,8.4016
1193011247,Restaurant,48.99876,8.41066
1193011585,Restaurant,49.00522,8.38179
1017393316,Parkplatz,48.99168,8.39943
1005228557,Schule,49.00773,8.40893
1164975333,Fachgeschäft,49.00979,8.40002
50610381,Parkgarage,49.00757,8.39568
800765758,Bank,49.00947,8.40687
1039266234,Fachgeschäft,49.00548,8.33138
898520336,Schule,49.02676,8.39038
1070063451,Nahverkehrsbahnhof,48.99977,8.40309
1115829240,Geldautomat,49.00578,8.41369
1070067179,Nahverkehrsbahnhof,49.01136,8.36448
1141453848,Autoreparatur,49.03317,8.35535
1164903342,Restaurant,49.01001,8.39462
800056138,Buchhandlung,49.00564,8.40332
1039104950,Bekleidungsgeschäft,49.00976,8.39999
800851765,Parkgarage,49.00568,8.40202
1023843397,Geldautomat,49.00744,8.39847
1165144561,Supermarkt,48.99107,8.37486
1108687007,Fachgeschäft,49.01072,8.39884
1040338489,Medizinischer Service,49.00984,8.39905
1115829589,Geldautomat,49.02038,8.44106
1165767382,Autovermietung,49.00493,8.41594
1132207263,Sportfachgeschäft,49.01067,8.40127
1132504725,Bekleidungsgeschäft,49.00564,8.40312
1163236434,Supermarkt,49.03137,8.3942
1070075893,Nahverkehrsbahnhof,49.01335,8.35452
1132231324,Möbel- und Einrichtungshaus,48.98919,8.37319
1178852672,Medizinischer Service,49.0007,8.40485
1193145827,Restaurant,49.00301,8.40192
1039892566,Schule,49.01315,8.39492
1058556703,Medizinischer Service,49.00974,8.40031
1098053804,Fachgeschäft,49.01001,8.39976
1131716848,Erholungsgebiet,49.02353,8.366
1039893717,Supermarkt,49.0054,8.33259
1104117072,Bekleidungsgeschäft,49.00795,8.39446
1135005148,Baumarkt,49.0084,8.43954
1058650195,Autoreparatur,49.03247,8.35896
1178851567,Medizinischer Service,48.9988,8.40368
1108686619,Fachgeschäft,48.99428,8.39718
1110490838,Geldautomat,49.01133,8.36437
800753225,Restaurant,49.01002,8.3955
1024125953,Supermarkt,48.99619,8.40993
50613043,Restaurant,49.01094,8.37169
1104303627,Bekleidungsgeschäft,49.00564,8.40312
57567729,Botschaft,49.01133,8.43513
1039240970,Restaurant,49.00828,8.3728
1137426134,Geldautomat,49.01011,8.42408
50605752,Hotel,49.01297,8.39321
800766169,Schule,49.00723,8.40789
1070084710,Nahverkehrsbahnhof,49.01925,8.37549
1131731032,Erholungsgebiet,49.00597,8.39904
1011026856,Industriegebiet,49.0076,8.44418
800758882,Restaurant,49.00939,8.40882
1126266735,Geldautomat,49.0307,8.36761
1005220401,Schule,49.00741,8.4131
1058544212,Medizinischer Service,49.0054,8.33259
1005160049,Schule,49.01516,8.36655
1058556702,Medizinischer Service,49.00144,8.40706
1193028807,Restaurant,49.00475,8.41641
1148725234,Fachgeschäft,49.00938,8.39648
1031198211,Schule,48.99643,8.3388
1058556664,Medizinischer Service,49.0104,8.38366
1132504358,Sportfachgeschäft,49.00564,8.40312
1164819836,Restaurant,49.01044,8.38464
1163982616,Autohändler,49.00806,8.44297
1039210474,Restaurant,49.01076,8.35591
1174482000,fahrradleihstation,49.00543,8.39476
1070067525,Nahverkehrsbahnhof,48.99923,8.34122
800759723,Restaurant,49.00826,8.40292
1193033995,Restaurant,49.01313,8.35574
800752737,Apotheke,49.00143,8.40669
1070418530,Bürobedarf,49.00503,8.4464
1165961624,Baumarkt,49.01728,8.34632
1058556679,Medizinischer Service,49.01479,8.44569
1100918920,Fachgeschäft,48.99863,8.34731
801778731,Apotheke,49.01037,8.38626
1100919562,Möbel- und Einrichtungshaus,49.00564,8.40312
57553199,Tankstelle,49.01584,8.39799
