POI_ID,NAME,LAT,LON
1178852284,Prof. Dr. med. Uwe Müller-Bühl,49.00796,8.39574
898112750,Christuskirche,49.01139,8.38649
1001488695,PENNY,49.02995,8.37489
1192920203,Culteum,49.01016,8.42486
1039880309,Polizeiposten Bulach,48.98839,8.37868
1017890490,BBBank,49.01075,8.37612
801778263,Jüdische Kultusgemeinde Karlsruhe,49.01696,8.38743
1178850921,Dr. med. Kathrin Prinz,49.00292,8.33605
1148922680,Die Gurke,49.00184,8.39355
1005231867,Kath. Kindergarten Edith-Stein,49.00884,8.38529
1039212938,Pershia,49.00546,8.34104
1005154592,Tulla-Realschule,49.01407,8.43994
1135005148,BAUHAUS,49.0084,8.43954
1148908266,Besitos,49.0088,8.40407
1137321229,Sparkasse Karlsruhe Ettlingen,49.00537,8.33129
1112142138,Blumen Glücksklee,49.0115,8.36296
1100436680,Douglas,49.00564,8.40312
1104303609,MARCCAIN,49.0077,8.39359
50611580,Gartenhalle,49.00324,8.40193
50605975,Leonardo Hotel Karlsruhe,49.00012,8.40321
57565933,Autohaus Graf Hardenberg GmbH,49.01599,8.35398
1108687029,Friseur Asymmetrie,49.00829,8.36799
1005228557,Kath. Kindertagesstätte St. Stephan,49.00773,8.40893
898517162,Postbank-Finanzcenter,49.01082,8.35999
1070091396,Stadtbahn Gottesauer Platz/BVG,49.0077,8.42422
800067274,Autohaus Lang GmbH,49.00806,8.44297
50610211,Hauptbahnhof P3,48.99211,8.40119
1024643605,Volksbank Karlsruhe eG Filiale Am Gutenbergplatz,49.00819,8.37607
1024643682,Volksbank Karlsruhe eG Filiale Am Karlstor,49.00515,8.39473
1039814535,Staatl. Akademie Bildende Künste,49.01295,8.38773
1131716903,Nibelungenplatz,49.01616,8.36674
50610665,P+R Kurzheckweg,49.01573,8.34773
57565729,Shell,49.02481,8.35734
1192336289,S Lounge,48.99736,8.41078
1011026856,Gewerbegebiet Weinweg,49.0076,8.44418
1039893027,Heinrich-Köhler-Schule,49.01407,8.43994
1039266230,Hatz Bäckereibetrieb,48.98887,8.3827
1039893028,Heinrich-Hübsch-Schule,49.00694,8.40996
1116117430,Volksbank Karlsruhe eG Filiale Südstadt,49.00145,8.40747
1024132960,EUROMOBIL Audi Zentrum Karlsruhe GmbH,49.00607,8.44281
1112420131,Autohaus Ph. Hatzner GmbH,48.99634,8.41005
1058549170,Zahnarztpraxis Dr. Klaus Hölzer,49.01558,8.44334
1031198211,Evangel. Kindergarten,48.99643,8.3388
1132504727,Street One,49.00564,8.40312
1108687027,Friseure Kamm in,49.00769,8.38666
1112142124,Steinbach Floristik,49.0138,8.43034
1108687020,Abschnitt 22,49.00866,8.3916
1058556665,Zahnarztpraxis Dr. Peter Vierneisel,49.01042,8.38305
50611594,Schwarzwaldhalle,49.00294,8.39972
1031412324,Waldhornstraße,49.01149,8.40767
1178852392,Dr. med. Wolfgang Calmbach,49.00938,8.42444
50602849,ARAL,48.99503,8.38956
1031175682,BURGER KING,48.99761,8.34699
1017917097,Volksbank Karlsruhe,49.00497,8.41058
1039815630,Johanniskirche,49.00146,8.40789
1039210485,Central Imbiss,49.00884,8.3919
1039815346,Jakobuskirche,49.03369,8.37365
1148725232,TeeGschwendner,49.00998,8.39529
1001398160,Europabad,48.9966,8.37802
1005224146,Kath. Kindergarten St. Pius,49.00677,8.368
1131722976,TSV Grünwinkel 1862,49.00095,8.35161
1178852639,Günther Seitel,49.00965,8.40311
800757942,Ev.-Freikirchliche Gemeinde,49.00632,8.406
50606144,Steuermann,49.00927,8.33366
1070156886,VAPIANO,49.01107,8.39518
996412110,Maryland Schule,49.02677,8.38814
1039823171,St. Mathias,49.03448,8.37122
1039893717,Treff 3000 Daxlanden,49.0054,8.33259
800761157,Polizeirevier Karlsruhe-Südweststadt,49.00156,8.39765
1039266235,Bäckerei Fütterer,48.99773,8.39291
1193024473,Bier und Weinstube,49.0087,8.42208
1005358209,Karl Schmitt & Co.,48.99449,8.4016
1132504731,Mister Minit,49.00564,8.40312
1192311791,El Taquito,49.01042,8.39823
1011027088,Rheinhäfen Karlsruhe,49.01709,8.32174
800766376,Stadtbibliothek Karlsruhe,49.00869,8.4001
1070132238,Stadtbahn Karlsruhe-Hauptbahnhof,48.99442,8.40132
50604512,Hauptpost,49.01001,8.39462
1058650195,Streit Autohandels GmbH,49.03247,8.35896
1132504732,Tchibo,49.00564,8.40312
1108687031,Salon Art of Hair,49.01037,8.38626
57568337,Autohaus Schreiber GmbH,49.03408,8.35712
1178851816,Dr. med. Mario Wild,49.03073,8.36678
57567919,Autohaus del Sol Zweign. Vwzentrum Karls,49.00833,8.41715
1070091403,Stadtbahn Weinweg,49.0045,8.4413
50604576,Karl-Friedrich-Gedächtniskirche,49.01375,8.35947
1104101724,AppelrathCüpper,49.00564,8.40312
1023822445,Evangelische Bank,49.00744,8.39847
1144514063,Vergölst GmbH,48.99947,8.36249
1174481892,Fächerrad,49.01082,8.39512
1039321041,McCafé,48.99049,8.37234
1148918229,Confiserie Endle,49.01019,8.39063
1070067526,Stadtbahn Dornröschenweg,48.99289,8.33549
1058541577,Zahnarztpraxis Dr. Schaufelberger,49.00927,8.39065
1178869673,Dr. med. Ursula Ringlage,49.00371,8.37273
57540923,La Strada-Pasta Pasta,49.0077,8.39518
57565557,ZKM Medienmuseum,49.00128,8.38308
1039892650,Federbachschule,49.0049,8.32624
1070464354,Tchibo,49.01001,8.39462
1104118468,Zapata Mode,49.00985,8.39889
1070066403,Stadtbahn Marktplatz,49.00925,8.40408
1040338491,Klinik für Ästh. - Plast. Chirurgie,49.00127,8.39745
1070067171,Stadtbahn Mühlburger Tor,49.01038,8.38695
50614181,Jakobustheater in der Fabrik,49.01044,8.38464
50609423,Bannwaldallee,48.99825,8.37108
1017393315,Hauptbahnhof P3,48.99211,8.40119
1039823168,St. Martin,49.01281,8.44062
1039212939,Gasthaus Blume,49.00648,8.32796
1017890502,Volksbank Karlsruhe,49.00655,8.43061
1132504365,McPaper,49.00564,8.40312
1178852536,Dr. med. Johannes Klein,49.00948,8.42413
50609420,Waidweg,49.00518,8.32311
1023843397,Evangelische Bank,49.00744,8.39847
1058556708,Zahnarztpraxis Markus Boldyreff,49.00957,8.42374
50614182,Figurentheater,49.01044,8.38464
50611596,Stadthalle Karlsruhe,49.00324,8.40193
1070085734,Stadtbahn Hauptfriedhof,49.0137,8.42948
1039893526,Weinbrennerschule,49.00557,8.37638
800763712,Thali,48.9985,8.40382
1039814980,Werkraum,49.00353,8.408
1178852448,Dr. med. Rosmarie Weber-Lauffer,49.00857,8.39507
1178868046,Dr. med. Berthold R. L. Borst,49.00209,8.34543
801780845,Drei-Linden-Apotheke,49.01148,8.3649
801782277,Apotheke am Kirchplatz,49.00455,8.33236
1193021278,San Marco,49.01249,8.35706
998237675,Gartenschule,49.00429,8.39498
1017890491,BBBank,49.01075,8.37612
50610381,Ludwigsplatz,49.00757,8.39568
50604284,Zum Ritter,49.01459,8.36024
1005224188,Freier Aktiver Kindergarten,49.02783,8.38615
1174482052,Fächerrad,49.03019,8.37599
1031851896,AVIA shop,49.02931,8.3704
1005358208,Blumen im Hauptbahnhof,48.99449,8.4016
1165776897,Ev. Freikirchliche Gemeinde,49.03296,8.39355
898512893,Friedhof Nordwest,49.03323,8.36475
1161792131,Ettlinger Tor,49.0062,8.4005
800757323,Karl-Apotheke am Stephanplatz,49.00815,8.39487
1193011867,Kofflers Wiener Beisel,49.00954,8.40495
1039814539,Städtische Galerie,49.00053,8.38298
1108686607,Friseursalon Carolin,49.00667,8.42066
1178850867,Dr. med. Wolfgang Büchler,49.00384,8.33693
800748563,Mille Stelle,49.01083,8.39423
1110490884,Sparkasse Karlsruhe Ettlingen,49.00785,8.37957
1178053450,Esso,49.00471,8.38696
1108686996,Der Trendfriseur Gudin,49.01126,8.36625
1058556705,Praxis Werner Beyer,49.01044,8.42567
1005155377,Helmholtz-Gymnasium,49.01068,8.38383
1164975427,Boesner,48.99608,8.37282
1108686601,Donato Hair Creations,49.00699,8.39236
800759296,Löwen-Apotheke am Marktplatz,49.00957,8.40444
1178852672,Wencke Winand,49.0007,8.40485
1174481830,Fächerrad,49.01527,8.41978
1024168212,Volksbank Karlsruhe,49.01035,8.42339
1058556676,Dr. Antje von Wolffersdorff,49.00883,8.37241
1031198219,AWO Kindertagesstätte Bernstein,48.99669,8.3539
1108686632,Coiffeur Britta,48.99864,8.39383
1017621205,Verwaltungsgericht Karlsruhe,49.01274,8.38418
1039240970,Dicke Berta,49.00828,8.3728
1005162994,Kimmelmannschule,48.99742,8.38853
1194474414,Stadtgarten Zoo,48.99475,8.40041
1110559608,Sparkasse Karlsruhe Ettlingen,49.002,8.39444
1017889969,BBBank,49.01155,8.41774
1193011190,Pizza Sofort,48.99155,8.38905
1039130164,S. Oliver,49.00564,8.40312
800758058,TARGOBANK,49.00947,8.40566
800764274,Bücher Books Livres,48.99499,8.40137
801780591,Friesen-Apotheke,49.00484,8.44622
57553100,Kaiserpassage,49.01021,8.39648
1039243144,Sole d'Oro,48.99472,8.3939
1017890546,Volksbank Karlsruhe,49.0041,8.33338
1058556491,Dr. Martin Hempel,49.005,8.39806
1039815345,St. Elisabeth,48.99862,8.38753
1103752740,ALDI SÜD,49.01075,8.3988
1165492207,Monk Bar,49.00938,8.39168
1164871054,KiK,49.00171,8.39438
1131730631,TSV Karlsruhe-Rintheim,49.01188,8.43972
50602851,ARAL,49.00779,8.42283
1017621239,Oberlandesgericht Karlsruhe,49.01268,8.38506
1174487442,Fächerrad,49.00331,8.386
1024643700,Volksbank Karlsruhe eG Filiale Oststadt,49.01035,8.42339
1017890471,Volksbank Karlsruhe,49.00957,8.40444
1070066401,Stadtbahn Herrenstraße,49.00974,8.40035
1178852241,Dr. med. Ulrike Philippin-Noll,49.00533,8.39893
1017621219,Badische Landesbibliothek,49.00822,8.39935
1039243423,Radlertreff,48.99405,8.36314
1126266735,Sparkasse Karlsruhe Ettlingen,49.0307,8.36761
898116476,Bonifatiuskirche,49.0079,8.37873
1001026860,JH Karlsruhe,49.01542,8.39284
1039816067,Philippuskirche,48.99643,8.3388
1039893319,Schule am Weinweg,49.01222,8.44592
1113027304,HIT-Verbrauchermarkt,48.99806,8.34983
1039104946,ESPRIT,49.00564,8.40312
1108712247,Luckyhair Friseursalon,49.03042,8.36859
1110490829,Sparkasse Karlsruhe Ettlingen,49.01703,8.44445
50603831,Kaiserhof,49.00787,8.40373
1192311591,Dance-World M/M,49.01015,8.39778
1070623666,O2,49.01126,8.36184
1163982617,Autohaus Lang am Ostring GmbH,49.00806,8.44297
995160229,Sauter + Gut GmbH,49.00239,8.395
1039782018,Netto Marken-Discount,49.02713,8.3579
1161921750,P+R Ostring,49.01171,8.44062
1070085531,Stadtbahn Durlacher Tor,49.00886,8.41827
57556289,bft,48.99617,8.36071
1070447702,Ernsting's Family,49.00516,8.44648
800764857,Maredo,49.00899,8.40213
1058544212,Zahnarztpraxis Matthias Springer,49.0054,8.33259
1110490848,Sparkasse Karlsruhe Ettlingen,48.9888,8.3826
1005231357,Kath. Kindergarten St. Alfonsus,48.99301,8.387
1132207263,Strebel & Co,49.01067,8.40127
51773560,Beim Schupi,49.00764,8.35642
1108536636,Toys R Us,49.0176,8.35419
1131716846,Sportgemeinschaft Siemens Karlsruhe,49.02616,8.36565
1148921786,Da Giovanni,49.00111,8.39083
1131730988,Otto-Dullenkopf-Park,49.00346,8.42675
1193011935,Freizeitwerk des Bdkj,49.00727,8.40653
1017890514,Volksbank Karlsruhe,48.98902,8.3831
1017889707,PSD Bank Karlsruhe-Neustadt,49.00466,8.41138
800759938,Schloss-Apotheke,49.00913,8.4086
1108696558,Atic Friseure-Merino Schwarz Steinmann,48.9944,8.39758
1131716845,Tennisclub Karlsruhe-West,49.02253,8.36373
1165961610,Brillux,48.99886,8.3469
50603823,Kühler Krug,49.00496,8.36842
1131731035,Scheffelplatz,49.01315,8.39002
800756246,Apotheke am Gothaer Haus,49.00935,8.39892
50612527,KIT Campus Süd,49.00932,8.41163
1148922679,Da Paolino,49.00896,8.36783
1058701748,Dr. Joachim W. Schröder,49.01473,8.36131
1100954193,TUI ReiseCenter,49.02795,8.34988
1132504729,Apollo Optik,49.00564,8.40312
800056136,Apotheke Ettlinger Tor,49.00564,8.40332
1178852719,Dr. med. Fritz Kern,49.00145,8.40747
1131716908,Nottingham-Anlage,49.00892,8.38406
1010054604,Coffee Fellows,48.99443,8.40134
1017621210,Landgericht Karlsruhe,49.01241,8.39881
1039880514,Hertz,49.02795,8.34988
844320896,McDonald's (McDrive),49.03398,8.39424
57564423,Filmpalast am ZKM,49.00007,8.38465
1039877200,ROSSMANN,49.002,8.39444
1108705502,Die rollenden Friseure,48.99589,8.40533
1115829168,Volksbank Karlsruhe eG Filiale Nordstadt,49.0209,8.38655
1039260437,Hofmeister Brot,49.00905,8.41501
1039266210,Brauss Bäckerei-Konditorei,49.01634,8.44116
1010718008,Karstadt,49.00967,8.4019
1039243171,Bistro Klimbim,49.01158,8.35925
1148861119,Flinkster-Hauptbahnhof 3 (Schwarzwaldstr.),48.99131,8.40053
1039243165,Viva,49.00874,8.40228
800766574,Erbprinzenhof,49.00889,8.39732
800841281,ARAL,49.00914,8.39104
57552803,Il Caminetto,49.01021,8.40773
1193362687,Der Vogelbräu,49.0073,8.41403
50609430,Weinweg,49.00478,8.44302
1131716848,Karlsruher Fußball-Club West 1932,49.02353,8.366
1005220401,Kath. Kindertagheim St. Angela,49.00741,8.4131
1039259843,Fleisch-Kuhn,49.01097,8.34745
1039259864,Fleischerei Rachele,49.01155,8.3148
800761855,Stadtpfarrkirche Sankt Stephan,49.00813,8.39976
1132504369,JACK & JONES,49.00564,8.40312
1148921125,Carpe Diem,49.0094,8.37546
1039243164,El Greco,49.00107,8.41312
1193011662,Pasta E Passione,49.00795,8.38108
1108686998,hairkiller,49.00944,8.40772
1132504370,Schuhhof,49.00564,8.40312
57567920,Autohaus del Sol Zweign. Vwzentrum Karls,49.00833,8.41715
1193011991,Pizzahaus,49.01082,8.42356
1166607058,Deutsche Apotheker- und Ärztebank,49.00403,8.42021
1031198214,Carl-Engler-Schule,48.99798,8.38074
1132034917,Zweirad Eicker,49.0305,8.3593
1039266232,Brauss Bäckerei-Konditorei,49.01028,8.4257
801780824,Weinbrenner-Apotheke,49.00661,8.37525
1108687010,Studio P Parrucchieri Friseurgeschäft,49.0102,8.3903
801780843,Falken-Apotheke,49.00495,8.33174
1176630103,Rubenbauer,48.99445,8.40144
1070618897,Apollo Optik,49.03071,8.36745
1178869538,Dr. med. Angelika Loesch,49.0112,8.36135
800766640,Metzlersche Buchhandlung,49.01071,8.39516
800106337,Graf Hardenberg GmbH,49.00838,8.41704
1165961640,Küche & Co Karlsruhe,49.01152,8.38757
1058551465,Zahnarzt Dr. Hermann Schmitt,48.99808,8.39382
1110490529,Sparkasse Karlsruhe Ettlingen,49.00497,8.41028
57553199,bft,49.01584,8.39799
50613045,Cafe Konditorei Jäck,49.00694,8.39482
1005229661,Kath. Kinderg. St. Josef Pfarrzent.,48.99864,8.35033
1135083805,Bratar,49.00884,8.39736
1193018635,Lucas Feinkost,49.00089,8.40572
1104115629,Hemdenservice Piccobello,49.00893,8.39176
800766181,Sparda-Bank Baden-Württemberg,49.0044,8.40957
800056144,Scheck-in Center,49.00561,8.41055
1148918230,Cafe Creative Cuisine,49.00099,8.38873
801782352,Rhein-Apotheke,49.0112,8.36136
1017619246,Bundesverfassungsgericht,49.01232,8.40154
1112142141,Blumen Reichert,49.00867,8.42373
1005232091,Kath. Kindergarten St. Michael,48.99454,8.38881
1100964674,Versorgungsanstalt des Bundes und der Länder,49.01429,8.39736
1039210490,Mediterane,49.00198,8.39418
1132504359,TOM TAILOR,49.00564,8.40312
1166357601,Barbarossaplatz,48.99486,8.38955
1164824942,Hermes PaketShop,49.0058,8.3498
1039130161,MANGO,49.00564,8.40312
1023826376,Spar-und Kreditbank,48.99703,8.4044
1174482180,Fächerrad,48.99423,8.3966
1126267095,Sparkasse Karlsruhe Ettlingen,48.9972,8.33642
1058544162,Dr. med. dent. Helmut Fulde,49.00935,8.40978
57563898,BURGER KING,49.02829,8.35829
1017890525,BBBank,49.01738,8.44337
1058701388,Dr. Wolfgang Thumulka,49.00119,8.33964
1193944844,Eis Cassata Karlsruhe,49.00896,8.42366
1193145874,Ludwigs,49.00897,8.39592
1024643518,Volksbank Karlsruhe eG Filiale Binsenschlauch,49.03073,8.367
1137449870,Kim Fat,49.01064,8.40138
1178852364,Dr. med. Jörg Bechtold,49.00314,8.40443
1096899559,Autohaus Lang GmbH,49.00806,8.44297
51773931,San Felice,49.03231,8.38826
1131730987,TC Grün-Weiß Karlsruhe,49.00183,8.42304
800764596,Füllhorn Bio Markt,49.00884,8.39736
1039814902,Clef,49.01027,8.39653
1178851694,Dr. med. Thomas Bohn,49.01491,8.37513
1108686600,A + M Friseur,49.00778,8.39373
1039243158,Moghul Mahal,49.01326,8.3746
1132504734,Yves Rocher,49.00564,8.40312
1048476366,Deutsche Rentenversicherung Baden-Württemberg,49.00467,8.37963
57561539,BURGER KING,49.00952,8.40545
1058556662,Dr. med. dent. Andreas Thiel,49.01138,8.36996
1132034187,MK Bikes,49.00046,8.39514
1031198229,Evangel. Kindergarten,49.01719,8.38407
1039266243,Hatz Bäckereibetrieb,48.99277,8.39251
1058544172,Zahnarztpraxis Dr. i. Heilinger,49.00982,8.39874
1017555765,Schloßplatz,49.01092,8.40451
1132504364,NICI,49.00564,8.40312
800761070,Litfaß,49.00907,8.40538
1112147804,Blumen Jacaranda,49.02802,8.37241
800749510,Zentral-Apotheke,49.00986,8.39874
800753225,Emaille,49.01002,8.3955
1164975333,Schlemmermeyer,49.00979,8.40002
1131716828,Sportverein Nordwest 1960,49.03137,8.37228
51774481,Rathaus Karlsruhe,49.00858,8.40367
1017889009,BBBank,49.01113,8.36086
57553099,Kaiserstraße,49.01004,8.39427
1039243142,Shiraz,49.00764,8.38751
1192310659,Boboq Karlsruhe,49.00938,8.40909
1178850972,Dr. med. Hans-Joachim Jonderko,48.99035,8.38437
1039210468,Kofflers Wiener Beisel,49.00954,8.40508
1039266246,Armbruster Back-Shop,49.00919,8.4381
1164824939,Hermes PaketShop,49.00168,8.41312
1039263457,Bäckerei Meier,49.00189,8.39199
1039782028,Mister Lady,49.00564,8.40312
1110490874,Sparkasse Karlsruhe Ettlingen,49.00531,8.33115
