POI_ID,NAME,LAT,LON
1148940844,Polizeiposten Mühlburg,49.01384,8.35502
1058556671,Dr. med. dent. Gerold Marcian,49.00306,8.40428
1108398605,Fassbender Tennis & Golf,49.00739,8.39607
1175957090,Parkhaus Passagehof,49.01146,8.3982
1104303654,Bogner,49.00627,8.39459
1131716827,Kleingartenanlage Binsenschlauch,49.03229,8.36404
1070067175,Stadtbahn Händelstraße,49.01114,8.36911
1108686619,Christianes Hairpoint,48.99428,8.39718
1070075893,Stadtbahn Lameyplatz,49.01335,8.35452
1017890480,BBBank,49.00738,8.34261
1039210475,Da Nang,49.00945,8.40652
898517696,Lessing Gymnasium,49.00813,8.37532
1141520355,Sparkasse Karlsruhe Ettlingen,49.0103,8.42341
1024643474,Volksbank Karlsruhe eG Filiale Daxlanden,49.0041,8.33338
800762638,Tiefgarage Zentrum Süd,49.00721,8.40265
898512325,Friedhof Bulach,48.98288,8.37411
1070623338,O2,49.00995,8.39681
1070067174,Stadtbahn Händelstraße,49.0113,8.36923
800758882,Kaiser Grill,49.00939,8.40882
1104303631,TOMMY HILFIGER,49.00564,8.40312
1039782019,Nah und Gut Holzer,49.01135,8.36331
1039259863,Bäckerei-Konditorei Walter Brauss,49.01102,8.31613
1039815629,Paul-Gerhard-Kirche,48.9912,8.392
1108686994,Schöne Haare Karlsruhe,49.00828,8.39659
1193012063,Il Giardino,49.01178,8.39933
800751253,dm,49.01007,8.39423
57568336,Autohaus Schreiber GmbH,49.03408,8.35712
1039104948,H&M,49.00985,8.39889
1104303594,promod,49.00983,8.39835
800749609,Hypovereinsbank,49.00857,8.39508
1039212963,Eis-Oma,48.99312,8.35392
1005226632,Kath. Kindergarten St. Lioba,49.00641,8.37821
1193012410,La Gioconda,49.01127,8.39652
1010054598,Kiefers Süße Welt,48.99217,8.40211
1194474445,Stadtgarten Zoo,48.99475,8.40041
1039257740,Mythos,49.03137,8.37228
1132504363,Nanu Nana,49.00564,8.40312
1104303665,Strauss Innovation,49.00994,8.39646
800763788,Commerzbank,49.00909,8.40411
1017621223,Metzgerei Kurt Sack,49.00888,8.37466
1115851474,AH Neureither Karlsruhe GmbH,49.03247,8.35896
1100438750,Douglas,49.00974,8.40031
1165537527,Baden-Württembergische Bank,49.0053,8.41433
800763293,Postbank-Finanzcenter,48.9951,8.40365
1159534505,SIXT (Karlsruhe Zentrum),49.01044,8.38464
1148121265,VERO MODA,49.00988,8.39815
1039257764,Am Entenfang,49.01135,8.35968
1104101725,UNITED COLORS OF BENETTON,49.00564,8.40312
800056132,REWE,49.00564,8.40332
1039892651,Friedrich-Ebert-Schule,49.00896,8.36326
1193011622,Portale 50,49.00748,8.39312
801780825,Sofien-Apotheke Karlsruhe,49.00879,8.37364
1024643681,Volksbank Karlsruhe eG Filiale Am Marktplatz,49.00947,8.40569
1070075892,Stadtbahn Lameyplatz,49.01301,8.35483
1108686604,Seki-Hair,49.00696,8.39127
1164919041,dm,49.03656,8.39305
1039104941,H&M,49.00972,8.40168
1164824945,Hermes PaketShop,49.00454,8.3937
1108687006,C & M Company,49.01093,8.39911
1005153891,Europahalle,48.99707,8.37751
801779391,Sankt Cyriacus-Kirche,48.98807,8.38113
800748874,Baden-Württembergische Bank,49.00861,8.40064
50603047,JET,49.01326,8.42834
1040338492,Amedis Zahnklinik,49.00976,8.4007
1132504728,SALAMANDER,49.00564,8.40312
1001493076,PENNY,49.00134,8.39427
1108686991,Lena Schlager Friseur,49.01332,8.35556
1039814541,HfM Freiburg,49.00488,8.42677
1174481834,Fächerrad,49.00868,8.39497
1112148238,Dekofleur,49.00817,8.44449
800765325,Ludwig-Erhard-Schule,49.01053,8.41112
1011027093,Siemens Industriepark Karlsruhe,49.02792,8.35287
50603204,Esso,49.00471,8.38696
1166074821,St. Christophorus-Kirche,49.0183,8.44486
898513834,Rennbuckel Realschule,49.02506,8.36056
50605091,Allee Hotel,49.01094,8.37169
57569330,"Post, Breite Straße",48.99242,8.38594
50603616,Papa Corleone,49.00862,8.37521
50612705,Verkehrmuseum Karlsruhe E. V.,49.00153,8.40906
1108686625,Friseur Harald Nossem,49.00558,8.39425
1161792129,Luisenstraße Südstadt,49.00069,8.40419
57553313,Volkswagen Zentrum Karlsruhe GmbH,48.99663,8.34614
1070464250,Tchibo,49.01127,8.36053
800851021,Schloßplatz,49.01092,8.40403
1112142142,Marcos Blumeninsel,49.01561,8.35416
1144513514,Purino,49.00377,8.42638
1165846659,Kirche Sankt Konrad,49.02323,8.36605
1017889806,Volksbank Karlsruhe,49.00515,8.39473
1039814979,Kammertheater Karlsruhe,49.00888,8.39835
50612296,Pyramide,49.00925,8.40408
1039893026,Hardtschule,49.01067,8.35572
801779857,Bernhardus-Kirche,49.00908,8.419
1070085733,Stadtbahn Hauptfriedhof,49.01364,8.42958
1039892566,Bismarck-Gymnasium,49.01315,8.39492
1192925427,Am Tivoli,48.99736,8.41078
1192311213,Charles Oxford Burger & Beer,49.01022,8.39789
1039321009,McCafé,48.99449,8.4016
57568150,Sankt-Vincentius-Kliniken II-Notaufnahme,48.99974,8.37944
1005224459,Kindertages. Eltern-Ini. Karlsruhe,49.01473,8.38521
1058556672,Dres. med. dent. Christoph Niesel & Johannes Thom,49.00533,8.39896
1132504724,ONLY,49.00564,8.40312
800763967,Yin-Yang,49.01097,8.39574
1135445621,Autohaus Brenk GmbH,49.03316,8.35534
1039266259,Oststadt Super-Bio-Markt,49.00953,8.42328
1031201670,Evangel. Kindergarten,49.02358,8.37483
898512271,Jüdischer Friedhof,49.00488,8.41804
800056133,La Pizza,49.00564,8.40332
1058556706,Zahnärztin Dr. Anna Balthasar,49.00997,8.39666
1039243139,Gasthaus Gutenberg,49.00879,8.37608
1024643699,Volksbank Karlsruhe,49.00578,8.41369
50605272,Betzler,49.00739,8.39607
1143809686,ALEX Karlsruhe,49.01001,8.39462
1039243155,Bistro Hexenstüble,49.01031,8.42337
1070067168,Stadtbahn Entenfang,49.01078,8.35956
1039266252,Bäckerei Brotkorb,48.99677,8.36029
1164824936,Hermes PaketShop,49.01097,8.37107
57563181,McDonald's,48.99449,8.4016
1039210459,Cafe Extrablatt,49.00763,8.39337
1070067520,Stadtbahn Rheinhafenstraße,49.00153,8.34515
1192311720,Eduglobal Institut für Sprache und Bildung,49.00881,8.39704
57567729,Generalkonsulat Türkei,49.01133,8.43513
1178851904,Dr. med. Wolf-Hasso Nixdorf,49.01188,8.36152
800766681,Postbank,48.9951,8.40365
57552798,Unverschämt,49.01036,8.3867
1164824943,Hermes PaketShop,49.00015,8.4106
1110490838,Sparkasse Karlsruhe Ettlingen,49.01133,8.36437
1108687008,Gerald-Coiffure,49.00829,8.3977
1139160686,Shell-Bargeldservice,49.02471,8.35729
1039257285,Bierakademie Karlsruhe,49.01071,8.39351
1058544204,Zahnarzt Mittenbuehler,49.01422,8.42282
1039782030,Nah und Gut Arivo,49.01708,8.36245
1116117429,Sparda-Bank Baden-Württemberg eG,48.9988,8.38437
1069815455,Europcar,49.02636,8.35758
1137762518,Psychotherapie Dr. Heuser,49.00895,8.39701
1132034818,Fahrradmarkt Henschl,49.01114,8.4389
1132504735,Telekom Shop,49.00564,8.40312
800761204,Asia Dynastie,49.01042,8.39823
1104118467,Mode-Shop Vetter,49.0042,8.3946
1039266218,Bäckerei Salzmann,48.99879,8.40586
1138941532,Ah. Neureither Karlsruhe GmbH,49.03228,8.35886
1039243132,Heilige Sophie,49.00696,8.39127
1112455259,Autohaus Walter Hertenstein GmbH,49.01136,8.36756
1108686597,fön hair friends,49.00326,8.38689
1039880702,Badische Weinstuben,49.0133,8.40265
1132034814,Bike Lager,48.9974,8.40429
50605525,Hasen,49.00845,8.43009
1108686591,Coiffeur Metin,49.00186,8.40321
1024187152,"LIDL, Zeppelinstraße",49.00295,8.35668
1165144608,Deutsche Apotheker- und Ärztebank,49.00403,8.4202
800764452,Il Teatro,49.00454,8.40325
1193028891,Livingroom,49.00795,8.38108
50612145,Vierordtbad,49.00324,8.40193
1070084709,Stadtbahn Knielinger Allee,49.01928,8.37524
1141850940,Müller,49.00973,8.40044
1039816064,Stephanuskirche,48.99084,8.35385
800765315,Santander CONSUMER BANK,49.01167,8.39526
1148725234,Beate Uhse,49.00938,8.39648
1005231257,Ev. Kindergarten Rintheim,49.01418,8.44634
57540924,Punjab,49.00957,8.38989
50612683,Staatliche Kunsthalle Karlsruhe,49.01175,8.39963
1070459471,Tchibo,49.01127,8.36053
1039104943,H&M,49.00564,8.40312
800749380,Lehner's Wirtshaus,49.00925,8.39504
1104303593,pimkie,49.00983,8.3993
1137459219,Sparkasse Karlsruhe Ettlingen,49.01011,8.42408
1005158272,Freie Aktive Schule Karlsruhe,49.02783,8.38615
800765857,Polizeirevier Marktplatz,49.00785,8.40377
1108687004,Haargalerie T. Benz,49.008,8.39588
1164819837,BURGER KING,49.01001,8.39462
1115829856,Sparda-Bank Baden-Württemberg eG,48.99443,8.40134
50612542,Badischer Kunstverein,49.01119,8.39966
1039210458,Eiscafe Cortina,49.0094,8.4077
1104303666,TOMMY HILFIGER,49.00887,8.39561
1141520353,Sparkasse Karlsruhe Ettlingen,49.00874,8.40228
1070623427,O2,49.00482,8.41058
1017890537,Deutsche Apotheker- und Ärztebank eG Filiale,49.00369,8.3654
50612375,Stadtgarten Zoo,48.99475,8.40041
1058556691,Dr. med. dent. Volker Borchert,49.01075,8.37612
800766758,Bangkok Foodland,49.00819,8.38957
801780842,Paracelsus-Apotheke,48.9961,8.33564
1039814529,Staatl. Hochschule für Gestaltung,49.00209,8.38316
57569325,"Post, Poststraße",48.99515,8.40388
57556144,Kurbel,49.01039,8.39655
1039275844,Wiener Feinbäckerei Heberer,48.99171,8.37507
1024125956,"LIDL, Neureuter Straße",49.01917,8.35603
1058701749,Dr. Heiko Schmitt,49.02076,8.3854
1164958750,Rio,49.00966,8.38636
1178850800,Dana Machajewski,49.00304,8.34377
1108686611,die friseure enrico,49.00652,8.39551
1058541576,Zahnarzt Eggert,49.01127,8.3918
1039266242,Angelika's Backhäusle,49.01062,8.36856
801780840,Tulla-Apotheke,49.00786,8.43155
1135003480,Zahnarzt Dr. Hauger,49.01188,8.36024
1178887218,Dr. med. Dieter Geiger,49.01289,8.44105
980751286,Media Markt,48.9921,8.37287
1178851121,Joachim Wambsganss,48.99428,8.39718
800761953,Universum City Lichtspieltheater,49.01006,8.39442
898512498,Polizeirevier Karlsruhe-Oststadt,49.00742,8.4259
1058556704,Zahnarztpraxis Dr. Metz,48.99839,8.39321
1110559607,Sparkasse Karlsruhe Ettlingen,49.002,8.39444
1070132239,Stadtbahn Karlsruhe-Hauptbahnhof,48.99223,8.40165
1141613339,EUROMOBIL Autohaus del Sol,49.00833,8.41715
1193012136,Il Vino Weinbar,49.00578,8.40339
50610440,Parkhaus Stephanplatz,49.00845,8.39304
50604923,Stadtkirche,49.00857,8.40397
50610538,Tiefgarage Kreuzstraße,49.01003,8.40522
1058556702,Zahnmedizin Angelika Attrasch,49.00144,8.40706
1108686623,Stephen's Hairstyles,49.00931,8.39587
1039266256,Vitalia Reformhaus,49.01149,8.36454
1178727577,Karlsruhe Hbf,48.99434,8.4025
1174482131,Fächerrad,49.00709,8.3436
1193016363,Cielo Rose,49.00631,8.38176
1161921753,P+R Mühlburg,49.01476,8.35219
1039266233,Armbruster Back-Shop,48.9938,8.33638
1132504367,vodafone,49.00564,8.40312
800851242,Mendelsohnplatz,49.00556,8.4128
1126267043,Sparkasse Karlsruhe Ettlingen,49.02919,8.38645
1192291931,Fressnapf,49.00777,8.43923
1132034810,Zweirad Eicker,49.0005,8.35064
1070067179,Stadtbahn Philippstraße,49.01136,8.36448
1039263440,Armbruster Back-Shop,49.00909,8.41027
1039262367,Bäckerei Gordani,49.00404,8.40652
1131716921,Friedhof Mühlburg,49.01383,8.35645
1010094854,Commerzbank,49.0113,8.36077
1017890543,BBBank,49.00386,8.39439
1178852473,Elena Zacharova,49.00955,8.40478
1174481847,Fächerrad,48.99468,8.40031
50606327,Tourist-Information,48.99475,8.40041
1193011166,Indian Curry Haus,49.00729,8.38489
1039210489,Eiscafe Casal,49.00992,8.39726
1193011129,Pizzeria da Paolo,48.98877,8.37706
1039893530,Vogesenschule,49.01034,8.35542
1115829338,Volksbank Karlsruhe eG Filiale Binsenschlauch,49.03073,8.36696
800056127,Post Galerie,49.01005,8.39348
1174481829,Fächerrad,49.00317,8.41566
57561537,Nordsee,49.00957,8.40461
1010068090,EnBW Energie Baden-Württemberg AG,49.00538,8.43679
1110491106,Sparkasse Karlsruhe Ettlingen,48.99508,8.38889
1132504366,GameStop,49.00564,8.40312
50613047,Hansjakob Stube,49.00875,8.3999
1070063451,Stadtbahn Augartenstraße,48.99977,8.40309
57562808,Pizza Hut,49.00929,8.39605
1163236434,PENNY,49.03137,8.3942
800749026,Commerzbank,49.00832,8.40205
1131727372,Friedhof Beiertheim,48.99394,8.38633
1112146620,Floristik Studio Blumenwerkstatt,49.0024,8.39497
1115829183,Sparda-Bank Baden-Württemberg eG,49.01123,8.3603
1010054607,Dr. Fruit's GmbH Früchte-Paradies,48.99449,8.4016
1115829217,Volksbank Karlsruhe eG Filiale Am Marktplatz,49.00947,8.40566
1165961624,Raab Karcher Baustoffhandel,49.01728,8.34632
1017890542,BBBank,49.00386,8.39439
1132504737,Hussel,49.00564,8.40312
1131722970,FC Albsiedlung 1954,49.00761,8.33726
1070084711,Stadtbahn August-Bebel-Straße,49.02412,8.37533
1131716906,Gutenbergplatz,49.00885,8.37539
1098053804,Christ,49.01001,8.39976
1039818394,St. Josef,48.99864,8.35033
1148908265,Brasil,49.009,8.39155
1039266228,Armbruster Back-Shop,49.00564,8.40312
1131716905,Burgunderplatz,49.01543,8.37217
1011023698,Gewerbegebiet Kußmaulstraße,49.01888,8.36934
57569337,"Post, Brettener Straße",49.0173,8.44329
1142398086,REWE City,49.00973,8.42355
1137973003,Lang Automobile GmbH,49.00806,8.44297
1132504358,INTERSPORT,49.00564,8.40312
1166329047,imo Car Wash,48.99049,8.37233
1017888229,Volksbank Karlsruhe,48.99769,8.3717
1192312203,Deutsche Fortbildungsakademie Heilwesen,49.00395,8.42002
898113202,Lutherkirche,49.00789,8.42344
1192312866,El Taquito,49.01042,8.39823
1070085532,Stadtbahn Durlacher Tor,49.00869,8.41819
1039880856,Die Zwiebel,49.00837,8.41995
1039880516,Polizeirevier West,49.01513,8.37618
1058556664,Dr. med. Dr. Mora Cohn,49.0104,8.38366
50610356,Parkhaus Karstadt,49.00913,8.40107
1039893031,Hebelschule,49.01437,8.39553
1132034812,Fahrrad-Shop Cunow,49.0086,8.43172
1039893529,Kindergarten für Körperbehinderte,49.01898,8.44604
1039823170,Unserer Lieben Frau,48.99843,8.40828
801780859,Adler-Apotheke,48.99899,8.40824
50605261,Beim Schupi,49.00764,8.35642
1138941531,Ah. Neureither Karlsruhe GmbH,49.03228,8.35886
1024168209,Volksbank Karlsruhe,49.00054,8.38595
800750065,Museum am Markt,49.01,8.40398
1031198240,Kath. Kindergarten Marienhaus,49.00729,8.42295
1108687033,Friseursalon Spliss,49.00787,8.38184
1112142132,Dehner,49.01874,8.35673
57565575,Konzerthaus,49.00294,8.39972
800753381,L'Incontro,49.0099,8.38978
1178704437,Jet,49.01414,8.35497
1039257756,Winzereck,49.01254,8.36369
800765290,Enchilada,49.00877,8.39543
1039893531,Walter-Eucken-Schule,48.99786,8.37914
1192311340,BURGER KING II,49.01022,8.39789
1024125953,"LIDL, Rüppurrer Straße",48.99619,8.40993
1178851683,Dr. med. Ursula Sulzmann,49.02076,8.3854
1039815632,Lukaskirche,49.01442,8.37064
1011027084,Gewerbegebiet Mittelfeld,48.98208,8.37504
1178852189,Dr. med. Dimitrij Poletajew,49.01261,8.36898
801780822,Margareten-Apotheke,49.00618,8.3781
50610597,Waldhornstraße,49.0109,8.40846
1144513604,Panorama,48.99794,8.39381
50604874,Schloß Karlsruhe,49.01338,8.40454
800851109,Orangerie,49.01327,8.39895
1131722977,Kleingartenanlage Grünwinkel,49.00544,8.35359
800752273,Alnatura,49.00914,8.39336
1039212952,Fantastico Pizzeria,48.99914,8.40604
1024168210,Volksbank Karlsruhe,49.03097,8.38627
1178892196,Agip,49.0187,8.35485
1070067518,Stadtbahn Eckenerstraße,49.0052,8.34984
1108686989,FönX Ihr Friseur & Solarium,48.99808,8.34989
1176630037,Parkhaus Passagehof,49.01103,8.39791
1178851930,Dr. med. Sema Uslu,49.01099,8.36526
1039243151,Gellertstüble,49.00962,8.37327
57556272,ARAL,49.01107,8.37509
50604392,Bernhardus-Kirche,49.00915,8.41898
1178852615,Dr. med. Evgenij Malysev,49.00796,8.39574
57569329,"Post, Durlacher Allee",49.00484,8.44622
1192311615,Menekse Döner & Pizza,49.01,8.40963
800765372,Südwest-Apotheke,49.00511,8.39449
800760220,Hypovereinsbank,49.00857,8.39508
1039266260,Bäckerei Tengelmann,49.00999,8.38185
1112142123,Blumen-Dürr,49.00955,8.42069
1130096339,Ah. Neureither Karlsruhe GmbH,49.03247,8.35896
1126266736,Sparkasse Karlsruhe Ettlingen,49.0307,8.36761
1165144561,ALDI SÜD,48.99107,8.37486
801780821,Herder-Apotheke,49.0111,8.36895
1010736454,Karstadt Sports,49.00974,8.40116
1070623356,O2,49.0098,8.39995
1175957350,Markt Essen & Trinken Rubenbauer,48.99449,8.4016
1108706028,Red Box Hairstore,49.00801,8.39428
1031201691,Evangel. Kindergarten,49.02911,8.36123
1164824940,Hermes PaketShop,49.00909,8.40077
800764829,King Seng,49.00272,8.40562
1070067522,Stadtbahn Karl-Delisle-Straße,48.99587,8.33816
50605156,Am Tiergarten,48.99475,8.40041
1148811763,ALDI SÜD,48.99817,8.34834
1132504371,QUIKSILVER,49.00564,8.40312
1058556683,Zahnarztpraxis Andreas Blesch,49.0068,8.37626
1070418530,McPaper,49.00503,8.4464
1144538115,Kaiserstraße,49.00897,8.40994
50610461,Zirkel,49.01032,8.40238
1164921074,Barmer Gek,49.01055,8.38794
1039816068,Thomaskirche,49.00421,8.34514
1108686589,Hair design Buchfink,49.00042,8.40571
1193953373,Alex Karlsruhe,49.01001,8.39461
1132231324,Matratzen CONCORD,48.98919,8.37319
57563048,Hoepfner Burghof,49.01253,8.42645
50603940,Adria,48.9917,8.39261
1131716904,Richard-Wagner-Platz,49.01248,8.37063
1058541559,Zahnarztpraxis Dr. Grund,49.00909,8.36783
800765870,Aposto,49.0089,8.39565
50610275,Parkhaus beim Marktplatz,49.00835,8.40554
1017889010,BBBank,49.01113,8.36086
50604990,Weltziensches Haus,49.00606,8.39474
1174482026,Fächerrad,48.98805,8.37994
1005221512,Sonderschulkinderg. f. Behinderte,49.02595,8.38777
57540925,La Tegola,49.00165,8.39247
57569331,Postbank-Finanzcenter,49.01075,8.35989
1039286569,Edeka,48.99499,8.40137
1039814541,Hochschule für Musik,49.00488,8.42677
1174482132,Fächerrad,49.00964,8.35488
1132207591,Fahrrad Terminal,49.02668,8.39039
800765812,Stadtinformation,49.0088,8.40407
1039266248,Reformhaus Neuleben,48.99957,8.39436
1031795144,Oberer See,49.01677,8.36119
801780328,Karl-Friedrich-Gedächtniskirche,49.0136,8.35933
1005358212,MB Reisebüro-Touring-Eurolines,48.99217,8.40211
1100919571,Dehner,49.01874,8.35673
1131752905,Zg Raiffeisen,48.99636,8.41006
1174491660,Fächerrad,49.0203,8.38501
1178852093,Dr. med. Martin Scherer,49.00019,8.388
1039243156,Pfannenstiel,49.00784,8.41363
1176754328,AVIA,49.02931,8.3704
50613804,Europahalle,48.99707,8.37751
1148918228,Cafe Lasch,49.00077,8.39257
1039880849,Cafe Palaver,49.00709,8.40733
1058556710,Zahnarztpraxis Stephan Hardt,49.01289,8.36932
1039240178,Hellas Salute,49.03191,8.38744
1031198246,Evangelischer Kindergarten,49.01327,8.36129
1039816420,Herz-Jesu,49.01653,8.38231
50603529,AVIA,49.02931,8.3704
1130109446,Ah. Neureither Karlsruhe GmbH,49.03247,8.35896
1193011683,Pizzeria Fliegender Italiener,49.0113,8.36076
1039243400,Rössle,49.00078,8.35122
1108687002,Notter Friseur,49.01061,8.42195
1174482430,Fächerrad,49.01108,8.41773
50605236,Avisa,48.99629,8.40329
1039251460,Karl Sack Buchhandlung,49.01167,8.39526
800748202,Leopold-Apotheke,49.00744,8.38977
1039893098,Marie-Louise-Kaschnitz-Schule,49.01524,8.37437
1039259849,Wiener Feinbäckerei Heberer,49.00936,8.40953
1103751173,ALDI SÜD,49.03723,8.39246
1070084710,Stadtbahn Knielinger Allee,49.01925,8.37549
50605400,Elite,48.99659,8.39138
1178852496,Dr. med. Gabriele Wildemann-Gilbert,49.00314,8.40443
1039243404,Hellas,49.02561,8.36094
50610631,P+R Europahalle,48.99673,8.37938
1193011592,Klaus Ritter,49.01272,8.3585
50610478,Staatstheater,49.00429,8.40527
1039243141,Pizzeria Centrale,49.00752,8.38921
1193013391,La Brace,49.02353,8.366
57568699,Kongress-Centrum Karlsruhe,49.00371,8.40199
1131735460,Cougars Ballpark,49.02783,8.38615
1142400723,REWE,49.00813,8.3861
1104117185,Natalie Boutique,49.01077,8.35946
1110490835,Sparkasse Karlsruhe Ettlingen,49.01007,8.39328
1193011544,Kolo City Pizza & Kebaphaus,49.00895,8.39156
801780860,Sonnen-Apotheke Karlsruhe,48.99366,8.38996
1039814524,HsKA,49.01458,8.39001
1070132233,Stadtbahn Poststraße,48.99519,8.40388
1112532962,Badische Landesbibliothek (BLB),49.0074,8.39945
998045415,S&G Automobil AG,49.02129,8.35218
1039880841,Gold,49.00946,8.42244
1104115627,Landhausmoden la Belle,49.00627,8.39459
57562592,Postgalerie,49.00824,8.39374
1132504736,BiBA,49.00564,8.40312
50604918,Staatliche Münze,49.01201,8.39523
57568309,SIXT (Karlsruhe Knielingen),49.02765,8.3503
979355721,Media Markt,49.00564,8.40312
800766169,Carl-Hofer-Schule,49.00723,8.40789
1017154880,Deutsche Bank,49.01185,8.35861
50610669,P+R Lindenallee,48.99796,8.33832
1104101723,ANSON'S,49.00564,8.40312
1039321076,McCafé,49.01437,8.35209
1011545405,Bonita,49.00963,8.40371
1001361207,Hauptbahnhof P5,48.99332,8.3975
1017433705,"Comfort Hotel, Star Inn Karlsruhe",49.02904,8.34902
800760269,Edeka Lukasiewicz,49.00909,8.41026
1070447698,Ernsting's Family,49.01001,8.39462
50615119,PORSCHE Zentrum Karlsruhe,48.99206,8.37237
1011023692,Gewerbegebiet Babberger Straße,49.0051,8.31847
1110490861,Sparkasse Karlsruhe Ettlingen,49.02301,8.37348
1112532961,Landesoberkasse (LOK),49.00241,8.38185
1164569884,Hofgarten,49.01055,8.38035
800757076,Stadtmuseum Karlsruhe,49.01118,8.39515
1115829130,Sparda-Bank Baden-Württemberg eG,49.00995,8.39625
1070091397,Stadtbahn Gottesauer Platz/BVG,49.00732,8.42573
1100919588,Depot,49.00393,8.44439
1131716847,Kleingartenanlage Exerzierplatz,49.019,8.37604
1039814903,Nachtwerk Musikclub,49.0114,8.34801
1178852294,Dr. med. Heinke Rau,49.0093,8.39892
1100900878,Gartenhalle,49.00114,8.40264
1100155622,Kaufland Karlsruhe Carl-Metz-Str.,49.01068,8.35351
1193011479,Mevlana,49.00556,8.38155
1104074258,Mrs. Sporty,49.00825,8.38156
898514470,Humboldt Gymnasium,49.03347,8.37044
801780835,Ost-Apotheke Karlsruhe,49.01014,8.42455
800752700,Bodyfit,49.01042,8.39823
1110490862,Sparkasse Karlsruhe Ettlingen,49.02301,8.37348
1174481894,Fächerrad,49.01162,8.40912
50604759,Prinz-Max-Palais,49.01118,8.39515
1193012303,Pizza Perfekt,49.00016,8.40822
1174481893,Fächerrad,49.01996,8.42148
1039814524,HS Karlsruhe Wirtschaft und Technik,49.01458,8.39001
57567977,S&G Automobil AG,49.02129,8.35218
1178850509,Dr. med. Günter Bauer,48.99383,8.33426
50613434,Agip,49.0187,8.35485
800760087,Extrablatt,49.01015,8.39777
1161921577,P+R Kühler Krug,49.00536,8.36774
1039130168,Zero,49.00564,8.40312
1194143015,Polsterei & Autosattlerei Armin,49.01347,8.32294
1192310576,Trattoria-Pizzeria,49.0101,8.39778
1017154881,Deutsche Bank,49.01185,8.35861
1193032992,Iskender Grillhaus,49.0101,8.39328
1166381202,Kaffee Röstbar,49.00417,8.40761
1111956099,Woolworth,49.01005,8.39469
998736499,Autohaus Brenk GmbH,49.03316,8.35534
1100918920,DAS FUTTERHAUS,48.99863,8.34731
1200702930,ALDI Süd,49.00923,8.43986
1193011778,Pizza Blitz,49.00915,8.41236
1039814532,REWE,49.00919,8.4381
1058556682,Andjela Bernhard Zahnärztin,49.01039,8.38557
1174481933,Fächerrad,48.99771,8.39316
50611338,Günther-Klotz-Anlage,49.00278,8.37116
1193012433,Flammaurant zum Kastaniengarten,49.00752,8.4189
57565931,Autohaus Graf Hardenberg GmbH,49.00833,8.41715
1141613037,EUROMOBIL Audi Zentrum Karlsruhe GmbH,49.00794,8.37783
1104303608,HIRMER Große Größen,49.00966,8.40312
57552921,Universität Fridericiana,49.02187,8.36589
1132504360,Görtz,49.00564,8.40312
1131752853,Esso,48.99049,8.37234
1005358211,Reisebank,48.99217,8.40211
1039266231,Der Backladen,49.0099,8.42351
1132530214,Seeger Living,49.00627,8.39459
1164824934,Hermes PaketShop,49.02481,8.35733
50605392,Eden,49.00027,8.3957
1039263474,Hofmeister-Brot,49.00956,8.40479
1039210499,Mastar,48.99864,8.39387
1010054605,Luis Espressobar,48.99449,8.4016
1193011563,Pizza Express Italia,49.01249,8.35706
1108686614,Unisex Friseure,49.00975,8.39715
1039814533,BAUHAUS,49.01789,8.35518
1039243405,Sokrates,48.99612,8.39158
1131723600,Karlsruher Eislauf- und Tennisverein 1911,49.00528,8.36756
1193033995,Sotto Voce,49.01313,8.35574
50605127,Am Gottesauer Schloss,49.00546,8.42331
50605133,Am Markt,49.00963,8.40371
57568151,Städtisches Klinikum Karlsruhe-Notaufnahme,49.01521,8.37482
1039243172,Mersin,49.0115,8.36296
50604516,Haus Solms,49.01254,8.38813
1193040005,Pizza da Roberto,49.00973,8.38182
1017621226,Bundesgerichtshof,49.00673,8.39582
57564426,China City,49.00054,8.38595
1192311677,Wok,49.00939,8.40882
1039212929,Da Franco,48.99839,8.4043
1110490847,Sparkasse Karlsruhe Ettlingen,48.9888,8.3826
898521667,Erich Kästner Schule,49.01871,8.36612
1131730990,Alter Friedhof,49.00664,8.4153
1039266234,Bäckerei Stähle,49.00548,8.33138
1141520354,Sparkasse Karlsruhe Ettlingen,49.00874,8.40228
1024126488,"LIDL, Theodor-Rehbock-Straße",49.0092,8.43782
800752794,Commerzbank,49.00909,8.40411
1005228948,Kath. Kindergarten St. Matthias,49.03448,8.37122
1141613338,EUROMOBIL Eberhardt-Gramling,49.00833,8.41715
929488844,Karrer + Barth + Partner GmbH,49.0199,8.36767
996600222,Europcar,48.99443,8.40134
1070084708,Stadtbahn Städtisches Klinikum/Moltkestraße,49.01552,8.37517
801780826,Spitzweg-Apotheke am St. Vincenz,48.99843,8.39027
50609439,Am ZKM,48.99919,8.38411
1070508629,Peek & Cloppenburg,49.00985,8.40268
1070067527,Stadtbahn Dornröschenweg,48.99325,8.33548
1005358213,Sparda Bank,48.99217,8.40211
1164919040,dm,49.00974,8.40116
998657226,Lago Bowling Center,49.02317,8.35529
1148753276,Pneuhage Reifendienste,49.01109,8.35745
1058556693,Dr. Henrik P. Fritz,49.01151,8.39519
800056137,Thalia,49.00564,8.40332
801780861,OK Apotheke am Kolpingplatz,48.99699,8.39374
898512336,Friedhof Daxlanden,49.00739,8.33954
1017027840,Hauptbahnhof P6,48.99202,8.4019
1040338487,Klinik für Herzchirurgie,49.01819,8.37544
